"volcano_number" "volcano_name" "eruption_number" "eruption_category" "area_of_activity" "vei" "start_year" "start_month" "start_day" "evidence_method_dating" "end_year" "end_month" "end_day" "latitude" "longitude" "start_date" "end_date" "eruption_length_in_days"
"7853" 282110 "Asosan" 17205 "Confirmed Eruption" "Naka-dake" "2" 1269 8 0 "Historical Observations" NA NA NA 32.884 131.104 NA NA NA
"7854" 6e+05 "Unknown Source" 13304 "Confirmed Eruption" "(SP, 242 ppb sulfate)" NA 1269 0 0 "Ice Core" NA NA NA 0 0 NA NA NA
"7855" 282110 "Asosan" 17204 "Confirmed Eruption" "Naka-dake" "2" 1265 12 1 "Historical Observations" NA NA NA 32.884 131.104 1265-12-01 NA NA
"7856" 372030 "Katla" 19946 "Confirmed Eruption" NA "5" 1262 0 0 "Historical Observations" NA NA NA 63.633 -19.083 NA NA NA
"7857" 360120 "Pelee" 12423 "Confirmed Eruption" NA NA 1260 0 0 "Radiocarbon (uncorrected)" NA NA NA 14.809 -61.165 NA NA NA
"7858" 352050 "Cotopaxi" 11535 "Confirmed Eruption" NA NA 1260 0 0 "Tephrochronology" NA NA NA -0.677 -78.436 NA NA NA
"7859" 341100 "Orizaba, Pico de" 10573 "Confirmed Eruption" NA "3" 1260 0 0 "Radiocarbon (uncorrected)" NA NA NA 19.03 -97.27 NA NA NA
"7860" 323150 "Mammoth Mountain" 20679 "Confirmed Eruption" "North flank of Mammoth Mountain" NA 1260 0 0 "Radiocarbon (corrected)" NA NA NA 37.631 -119.032 NA NA NA
"7861" 331021 "Axial Seamount" 20926 "Confirmed Eruption" "NE caldera floor and rim" "0" 1260 NA NA "Radiocarbon (corrected)" NA NA NA 45.95 -130 NA NA NA
"7862" 6e+05 "Unknown Source" 13303 "Confirmed Eruption" "(GISP2, 349 ppb sulfate; SP, 1220)" NA 1259 0 0 "Ice Core" NA NA NA 0 0 NA NA NA
"7863" 264030 "Rinjani" 20843 "Confirmed Eruption" "Samalas" "7" 1257 7 1 "Ice Core" NA NA NA -8.42 116.47 1257-07-01 NA NA
"7864" 231070 "Rahat, Harrat" 14154 "Confirmed Eruption" "Fissure 20 km SE of Madinah" "3" 1256 6 5 "Historical Observations" 1256 7 27 23.08 39.78 1256-06-05 1256-07-27 52
"7865" 231160 "Sawad, Harra Es-" 14160 "Confirmed Eruption" NA "3" 1253 0 0 "Historical Observations" NA NA NA 13.58 46.12 NA NA NA
"7866" 283130 "Akagisan" 17848 "Uncertain Eruption" NA "3" 1251 5 18 NA NA NA NA 36.56 139.193 1251-05-18 NA NA
"7867" 285070 "Akan" 18682 "Confirmed Eruption" "Me-Akan (Ponmachineshiri)" NA 1250 0 0 "Tephrochronology" NA NA NA 43.384 144.013 NA NA NA
"7868" 285050 "Tokachidake" 18642 "Confirmed Eruption" NA "3" 1250 0 0 "Radiocarbon (corrected)" NA NA NA 43.418 142.686 NA NA NA
"7869" 323010 "Shasta" 20638 "Confirmed Eruption" NA NA 1250 0 0 "Radiocarbon (uncorrected)" NA NA NA 41.409 -122.193 NA NA NA
"7870" 300550 "Gorny Institute" 19613 "Confirmed Eruption" NA NA 1250 0 0 "Radiocarbon (uncorrected)" NA NA NA 57.33 160.2 NA NA NA
"7871" 222166 "Rungwe" 14030 "Confirmed Eruption" NA NA 1250 0 0 "Radiocarbon (corrected)" NA NA NA -9.135 33.668 NA NA NA
"7872" 221190 "Fentale" 13952 "Confirmed Eruption" NA NA 1250 0 0 "Historical Observations" NA NA NA 8.975 39.93 NA NA NA
"7873" 211060 "Etna" 13649 "Confirmed Eruption" NA "2" 1250 0 0 "Historical Observations" NA NA NA 37.748 14.999 NA NA NA
"7874" 373030 "Bardarbunga" 12860 "Confirmed Eruption" "Frambuni" "1" 1250 0 0 "Tephrochronology" NA NA NA 64.633 -17.516 NA NA NA
"7875" 352080 "Tungurahua" 11623 "Confirmed Eruption" NA NA 1250 0 0 "Radiocarbon (corrected)" NA NA NA -1.467 -78.442 NA NA NA
"7876" 353060 "Azul, Cerro" 11716 "Confirmed Eruption" NA "0" 1250 0 0 "Surface Exposure" NA NA NA -0.92 -91.408 NA NA NA
"7877" 290340 "Fuss Peak" 20879 "Confirmed Eruption" NA "3" 1250 NA NA "Tephrochronology" NA NA NA 50.267 155.246 NA NA NA
"7878" 284010 "Izu-Oshima" 18178 "Confirmed Eruption" NA "1" 1245 0 0 "Varve Count" NA NA NA 34.724 139.394 NA NA NA
"7879" 372030 "Katla" 19945 "Confirmed Eruption" NA "4" 1245 0 0 "Historical Observations" NA NA NA 63.633 -19.083 NA NA NA
"7880" 371020 "Reykjanes" 12500 "Confirmed Eruption" "Reykjaneshryggur, Arnarsetur, Illahraun" "1" 1240 0 0 "Historical Observations" NA NA NA 63.85 -22.566 NA NA NA
"7881" 357111 "Sollipulli" 12018 "Confirmed Eruption" "North flank (Redondo, Chufquén)" NA 1240 0 0 "Radiocarbon (uncorrected)" NA NA NA -38.97 -71.52 NA NA NA
"7882" 332040 "Hualalai" 10251 "Confirmed Eruption" "SSE rift zone (Waha Pele)" "2" 1240 0 0 "Radiocarbon (uncorrected)" NA NA NA 19.692 -155.87 NA NA NA
"7883" 244040 "Savai'i" 14810 "Confirmed Eruption" NA NA 1240 0 0 "Radiocarbon (corrected)" NA NA NA -13.612 -172.525 NA NA NA
"7884" 282110 "Asosan" 17203 "Confirmed Eruption" "Naka-dake" "2" 1240 0 0 "Historical Observations" NA NA NA 32.884 131.104 NA NA NA
"7885" 282110 "Asosan" 17202 "Confirmed Eruption" "Naka-dake" "2" 1239 2 8 "Historical Observations" NA NA NA 32.884 131.104 1239-02-08 NA NA
"7886" 283050 "Hakusan" 17475 "Confirmed Eruption" NA "3" 1239 0 0 "Historical Observations" NA NA NA 36.155 136.771 NA NA NA
"7887" 371020 "Reykjanes" 12499 "Confirmed Eruption" "Reykjaneshryggur" "0" 1238 0 0 "Historical Observations" NA NA NA 63.85 -22.566 NA NA NA
"7888" 282090 "Kirishimayama" 17112 "Confirmed Eruption" "Ohachi" "4" 1235 1 25 "Historical Observations" NA NA NA 31.934 130.862 1235-01-25 NA NA
"7889" 371020 "Reykjanes" 12498 "Confirmed Eruption" "Reykjaneshryggur" "3" 1231 0 0 "Historical Observations" NA NA NA 63.85 -22.566 NA NA NA
"7890" 283190 "Zaozan [Zaosan]" 17953 "Confirmed Eruption" "Okama" "2" 1230 11 29 "Historical Observations" NA NA NA 38.144 140.44 1230-11-29 NA NA
"7891" 313010 "Augustine" 20261 "Confirmed Eruption" NA NA 1230 0 0 "Radiocarbon (corrected)" NA NA NA 59.363 -153.43 NA NA NA
"7892" 263250 "Merapi" 15842 "Confirmed Eruption" NA NA 1230 0 0 "Radiocarbon (corrected)" NA NA NA -7.54 110.446 NA NA NA
"7893" 211050 "Vulcano" 13465 "Confirmed Eruption" "Fossa" "0" 1230 0 0 "Magnetism" NA NA NA 38.404 14.962 NA NA NA
"7894" 211042 "Lipari" 13405 "Confirmed Eruption" "Pelato (Forgia Vecchia, Rocche Rossi)" NA 1230 0 0 "Magnetism" NA NA NA 38.49 14.933 NA NA NA
"7895" 222051 "Emuruangogolak" 13979 "Confirmed Eruption" "NE flank" "0" 1230 0 0 "Magnetism" NA NA NA 1.5 36.33 NA NA NA
"7896" 373010 "Grimsvotn" 12767 "Confirmed Eruption" NA NA 1230 0 0 "Ice Core" NA NA NA 64.416 -17.316 NA NA NA
"7897" 331021 "Axial Seamount" 20927 "Confirmed Eruption" "South caldera floor" "0" 1230 NA NA "Radiocarbon (corrected)" NA NA NA 45.95 -130 NA NA NA
"7898" 282110 "Asosan" 17201 "Uncertain Eruption" "Naka-dake" "2" 1229 12 31 NA NA NA NA 32.884 131.104 1229-12-31 NA NA
"7899" 283190 "Zaozan [Zaosan]" 17952 "Confirmed Eruption" "Okama" "3" 1227 10 0 "Historical Observations" NA NA NA 38.144 140.44 NA NA NA
"7900" 371020 "Reykjanes" 12497 "Confirmed Eruption" "Reykjaneshryggur" "4" 1226 7 15 "Historical Observations" 1227 0 0 63.85 -22.566 1226-07-15 NA NA
"7901" 211060 "Etna" 13648 "Confirmed Eruption" "SE flank" NA 1224 8 0 "Historical Observations" NA NA NA 37.748 14.999 NA NA NA
"7902" 371020 "Reykjanes" 12496 "Confirmed Eruption" "Reykjaneshryggur" "3" 1223 0 0 "Historical Observations" NA NA NA 63.85 -22.566 NA NA NA
"7903" 372070 "Hekla" 12734 "Confirmed Eruption" NA "2" 1222 0 0 "Historical Observations" NA NA NA 63.983 -19.666 NA NA NA
"7904" 211060 "Etna" 13647 "Discredited Eruption" NA NA 1222 0 0 NA NA NA NA 37.748 14.999 NA NA NA
"7905" 358010 "Osorno" 12224 "Confirmed Eruption" NA NA 1220 0 0 "Radiocarbon (uncorrected)" NA NA NA -41.105 -72.496 NA NA NA
"7906" 357150 "Puyehue-Cordon Caulle" 12206 "Confirmed Eruption" NA NA 1220 0 0 "Radiocarbon (corrected)" NA NA NA -40.59 -72.117 NA NA NA
"7907" 371022 "Eldey" 12495 "Confirmed Eruption" "Reykjaneshryggur" "4" 1211 8 31 "Historical Observations" NA NA NA 63.733 -23 1211-08-31 NA NA
"7908" 371020 "Reykjanes" 12494 "Confirmed Eruption" "Stampar, Karlsgigur" NA 1211 0 0 "Historical Observations" NA NA NA 63.85 -22.566 NA NA NA
"7909" 371020 "Reykjanes" 12493 "Confirmed Eruption" "Vatnsfellsgigur" "3" 1210 0 0 "Historical Observations" NA NA NA 63.85 -22.566 NA NA NA
"7910" 373030 "Bardarbunga" 12859 "Confirmed Eruption" NA NA 1210 0 0 "Ice Core" NA NA NA 64.633 -17.516 NA NA NA
"7911" 372030 "Katla" 19944 "Confirmed Eruption" NA "4" 1210 0 0 "Tephrochronology" NA NA NA 63.633 -19.083 NA NA NA
"7912" 241100 "Ruapehu" 14611 "Confirmed Eruption" NA "3" 1210 0 0 "Radiocarbon (uncorrected)" NA NA NA -39.28 175.57 NA NA NA
"7913" 372070 "Hekla" 12733 "Confirmed Eruption" NA "3" 1206 12 4 "Historical Observations" NA NA NA 63.983 -19.666 1206-12-04 NA NA
"7914" 382050 "Terceira" 19959 "Confirmed Eruption" "Guilherme Moniz (Pico Alto)" NA 1200 0 0 "Tephrochronology" NA NA NA 38.73 -27.32 NA NA NA
"7915" 390030 "Deception Island" 13179 "Confirmed Eruption" NA NA 1200 0 0 "Radiocarbon (uncorrected)" NA NA NA -63.001 -60.652 NA NA NA
"7916" 371040 "Brennisteinsfjoll" 12514 "Confirmed Eruption" "Kongsfell" "2" 1200 0 0 "Tephrochronology" NA NA NA 63.933 -21.783 NA NA NA
"7917" 343050 "San Salvador" 10824 "Confirmed Eruption" "Boquerón" "4" 1200 0 0 "Anthropology" NA NA NA 13.734 -89.294 NA NA NA
"7918" 211050 "Vulcano" 13464 "Confirmed Eruption" "Vulcanello" "2" 1200 0 0 "Magnetism" NA NA NA 38.404 14.962 NA NA NA
"7919" 283031 "Yokodake" 17388 "Confirmed Eruption" "Yoko-dake" NA 1200 0 0 "Radiocarbon (corrected)" NA NA NA 36.087 138.32 NA NA NA
"7920" 300100 "Avachinsky" 19079 "Confirmed Eruption" NA NA 1200 0 0 "Tephrochronology" NA NA NA 53.256 158.836 NA NA NA
"7921" 300122 "Kostakan" 19113 "Confirmed Eruption" "Glavny" "2" 1200 0 0 "Tephrochronology" NA NA NA 53.83 158.05 NA NA NA
"7922" 323010 "Shasta" 20637 "Confirmed Eruption" NA NA 1200 0 0 "Radiocarbon (uncorrected)" NA NA NA 41.409 -122.193 NA NA NA
"7923" 332060 "Haleakala" 10291 "Confirmed Eruption" "SW rift zone (~1200 m)" NA 1200 0 0 "Radiocarbon (corrected)" NA NA NA 20.708 -156.25 NA NA NA
"7924" 334050 "Northern EPR at 9.8°N" 10335 "Confirmed Eruption" "East Pacific Rise (9.8 deg N)" "0" 1200 0 0 "Uranium-series" NA NA NA 9.83 -104.3 NA NA NA
"7925" 313030 "Redoubt" 20376 "Confirmed Eruption" NA NA 1200 0 0 "Varve Count" NA NA NA 60.485 -152.742 NA NA NA
"7926" 313050 "Hayes" 20402 "Confirmed Eruption" NA NA 1200 0 0 "Tephrochronology" NA NA NA 61.64 -152.411 NA NA NA
"7927" 211010 "Campi Flegrei" 10040 "Confirmed Eruption" "Solfatara" "1" 1198 0 0 "Historical Observations" NA NA NA 40.827 14.139 NA NA NA
"7928" 211060 "Etna" 13646 "Confirmed Eruption" NA "2" 1194 0 0 "Historical Observations" NA NA NA 37.748 14.999 NA NA NA
"7929" 282043 "Kuchinoshima" 16951 "Confirmed Eruption" NA NA 1190 0 0 "Radiocarbon (corrected)" NA NA NA 29.968 129.926 NA NA NA
"7930" 263250 "Merapi" 15841 "Confirmed Eruption" NA NA 1190 0 0 "Radiocarbon (corrected)" NA NA NA -7.54 110.446 NA NA NA
"7931" 312090 "Aniakchak" 20188 "Confirmed Eruption" "NW caldera floor (Half Cone)" NA 1190 0 0 "Radiocarbon (corrected)" NA NA NA 56.88 -158.17 NA NA NA
"7932" 341120 "Chichon, El" 10607 "Confirmed Eruption" NA "4" 1190 0 0 "Radiocarbon (corrected)" NA NA NA 17.36 -93.228 NA NA NA
"7933" 332020 "Mauna Loa" 10172 "Confirmed Eruption" "NE rift zone and Mokuaweoweo" "0" 1190 0 0 "Radiocarbon (uncorrected)" NA NA NA 19.475 -155.608 NA NA NA
"7934" 360120 "Pelee" 12422 "Confirmed Eruption" NA NA 1190 0 0 "Radiocarbon (uncorrected)" NA NA NA 14.809 -61.165 NA NA NA
"7935" 373010 "Grimsvotn" 12766 "Confirmed Eruption" NA NA 1190 0 0 "Ice Core" NA NA NA 64.416 -17.316 NA NA NA
"7936" 371030 "Krysuvik" 19927 "Confirmed Eruption" "Mavahlidargigir" "1" 1188 0 0 "Historical Observations" NA NA NA 63.883 -22.083 NA NA NA
"7937" 341100 "Orizaba, Pico de" 10572 "Uncertain Eruption" NA "2" 1187 0 0 NA NA NA NA 19.03 -97.27 NA NA NA
"7938" 282090 "Kirishimayama" 17111 "Confirmed Eruption" "Ohachi" "2" 1184 2 7 "Historical Observations" NA NA NA 31.934 130.862 1184-02-07 NA NA
"7939" 283190 "Zaozan [Zaosan]" 17951 "Confirmed Eruption" "Okama" "2" 1183 5 28 "Historical Observations" NA NA NA 38.144 140.44 1183-05-28 NA NA
"7940" 284010 "Izu-Oshima" 18177 "Confirmed Eruption" NA "4" 1183 0 0 "Varve Count" NA NA NA 34.724 139.394 NA NA NA
"7941" 263200 "Dieng Volcanic Complex" 15769 "Confirmed Eruption" NA NA 1180 0 0 "Radiocarbon (uncorrected)" NA NA NA -7.2 109.879 NA NA NA
"7942" 241060 "Reporoa" 14527 "Confirmed Eruption" "Waiotapu thermal area" NA 1180 0 0 "Tephrochronology" NA NA NA -38.42 176.33 NA NA NA
"7943" 351040 "Machin" 11310 "Confirmed Eruption" NA NA 1180 0 0 "Radiocarbon (corrected)" NA NA NA 4.487 -75.389 NA NA NA
"7944" 360050 "Soufriere Hills" 20971 "Confirmed Eruption" NA NA 1180 NA NA "Radiocarbon (uncorrected)" NA NA NA 16.72 -62.18 NA NA NA
"7945" 371020 "Reykjanes" 12492 "Confirmed Eruption" "Reykjaneshryggur" "2" 1179 0 0 "Historical Observations" NA NA NA 63.85 -22.566 NA NA NA
"7946" 283050 "Hakusan" 17474 "Uncertain Eruption" NA "3" 1177 5 18 NA NA NA NA 36.155 136.771 1177-05-18 NA NA
"7947" 372030 "Katla" 19943 "Confirmed Eruption" NA "3" 1177 0 0 "Historical Observations" NA NA NA 63.633 -19.083 NA NA NA
"7948" 6e+05 "Unknown Source" 13302 "Confirmed Eruption" "(GISP2, 148 ppb sulfate; SP, 293)" NA 1176 0 0 "Ice Core" NA NA NA 0 0 NA NA NA
"7949" 282090 "Kirishimayama" 17110 "Uncertain Eruption" NA "2" 1175 1 0 NA NA NA NA 31.934 130.862 NA NA NA
"7950" 211060 "Etna" 13645 "Discredited Eruption" NA NA 1175 0 0 NA NA NA NA 37.748 14.999 NA NA NA
"7951" 341100 "Orizaba, Pico de" 10542 "Confirmed Eruption" NA "3" 1175 0 0 "Anthropology" NA NA NA 19.03 -97.27 NA NA NA
"7952" 332020 "Mauna Loa" 10171 "Confirmed Eruption" "NE rift zone" "0" 1170 0 0 "Radiocarbon (uncorrected)" NA NA NA 19.475 -155.608 NA NA NA
"7953" 283020 "Hakoneyama" 17386 "Confirmed Eruption" "Owakudani" NA 1170 0 0 "Radiocarbon (corrected)" NA NA NA 35.233 139.021 NA NA NA
"7954" 372050 "Torfajokull" 12688 "Confirmed Eruption" "W side of caldera (Hrafntinnuhraun)" NA 1170 0 0 "Tephrochronology" NA NA NA 63.892 -19.122 NA NA NA
"7955" 382100 "Furnas" 13039 "Confirmed Eruption" "E caldera floor (Lake crater)" "4" 1170 0 0 "Radiocarbon (uncorrected)" NA NA NA 37.77 -25.32 NA NA NA
"7956" 211060 "Etna" 13644 "Uncertain Eruption" NA NA 1169 2 4 NA NA NA NA 37.748 14.999 1169-02-04 NA NA
"7957" 6e+05 "Unknown Source" 13301 "Confirmed Eruption" "(Byrd Station 68)" NA 1168 0 0 "Ice Core" NA NA NA 0 0 NA NA NA
"7958" 282090 "Kirishimayama" 17109 "Confirmed Eruption" "Ohachi" "2" 1167 0 0 "Historical Observations" NA NA NA 31.934 130.862 NA NA NA
"7959" 211060 "Etna" 13643 "Confirmed Eruption" NA "2" 1164 0 0 "Historical Observations" NA NA NA 37.748 14.999 NA NA NA
"7960" 211060 "Etna" 13642 "Confirmed Eruption" NA "2" 1160 0 0 "Historical Observations" NA NA NA 37.748 14.999 NA NA NA
"7961" 222051 "Emuruangogolak" 13978 "Confirmed Eruption" "NE flank" "0" 1160 0 0 "Magnetism" NA NA NA 1.5 36.33 NA NA NA
"7962" 245010 "Taveuni" 14847 "Confirmed Eruption" "Southern Taveuni (Vana Kei Vuna)" "2" 1160 0 0 "Radiocarbon (corrected)" NA NA NA -16.82 -179.97 NA NA NA
"7963" 342110 "Pacaya" 10737 "Confirmed Eruption" "MacKenney Crater" "3" 1160 0 0 "Radiocarbon (uncorrected)" NA NA NA 14.382 -90.601 NA NA NA
"7964" 313030 "Redoubt" 20375 "Confirmed Eruption" NA NA 1160 0 0 "Varve Count" NA NA NA 60.485 -152.742 NA NA NA
"7965" 373030 "Bardarbunga" 12858 "Confirmed Eruption" NA NA 1159 0 0 "Historical Observations" NA NA NA 64.633 -17.516 NA NA NA
"7966" 372070 "Hekla" 12732 "Confirmed Eruption" NA "4" 1158 1 19 "Historical Observations" NA NA NA 63.983 -19.666 1158-01-19 NA NA
"7967" 341100 "Orizaba, Pico de" 10541 "Uncertain Eruption" NA "2" 1157 0 0 NA NA NA NA 19.03 -97.27 NA NA NA
"7968" 211060 "Etna" 13641 "Confirmed Eruption" NA "2" 1157 0 0 "Historical Observations" NA NA NA 37.748 14.999 NA NA NA
"7969" 284040 "Miyakejima" 18258 "Confirmed Eruption" "NE flank?" "3" 1154 11 0 "Historical Observations" NA NA NA 34.094 139.526 NA NA NA
"7970" 371030 "Krysuvik" 19926 "Confirmed Eruption" "Ogmundargigar and other vents" "1" 1151 0 0 "Historical Observations" NA NA NA 63.883 -22.083 NA NA NA
"7971" 353030 "Darwin" 11692 "Confirmed Eruption" NA "0" 1150 0 0 "Surface Exposure" NA NA NA -0.18 -91.28 NA NA NA
"7972" 353010 "Fernandina" 11651 "Confirmed Eruption" NA "0" 1150 0 0 "Surface Exposure" NA NA NA -0.37 -91.55 NA NA NA
"7973" 353011 "Ecuador" 11649 "Confirmed Eruption" NA "0" 1150 0 0 "Surface Exposure" NA NA NA -0.02 -91.546 NA NA NA
"7974" 372030 "Katla" 19942 "Confirmed Eruption" NA NA 1150 0 0 "Tephrochronology" NA NA NA 63.633 -19.083 NA NA NA
"7975" 373010 "Grimsvotn" 12765 "Confirmed Eruption" NA NA 1150 0 0 "Ice Core" NA NA NA 64.416 -17.316 NA NA NA
"7976" 300130 "Karymsky" 19151 "Confirmed Eruption" NA "2" 1150 0 0 "Radiocarbon (corrected)" NA NA NA 54.049 159.443 NA NA NA
"7977" 332040 "Hualalai" 10250 "Confirmed Eruption" "NW rift zone (Puu Alauawa, Nahaha)" "0" 1150 0 0 "Tephrochronology" NA NA NA 19.692 -155.87 NA NA NA
"7978" 341096 "Cofre de Perote" 10504 "Confirmed Eruption" "Lower NE flank (El Volcancillo)" "2" 1150 0 0 "Radiocarbon (corrected)" NA NA NA 19.492 -97.15 NA NA NA
"7979" 323110 "Mono Lake Volcanic Field" 20659 "Confirmed Eruption" "Paoha Island" NA 1150 0 0 "Hydration Rind" NA NA NA 38 -119.03 NA NA NA
"7980" 311310 "Makushin" 19869 "Confirmed Eruption" NA NA 1150 0 0 "Tephrochronology" NA NA NA 53.891 -166.923 NA NA NA
"7981" 311110 "Kanaga" 19709 "Confirmed Eruption" NA NA 1150 0 0 "Radiocarbon (corrected)" NA NA NA 51.923 -177.168 NA NA NA
"7982" 300270 "Sheveluch" 19562 "Confirmed Eruption" NA "3" 1150 0 0 "Tephrochronology" NA NA NA 56.653 161.36 NA NA NA
"7983" 211020 "Vesuvius" 13326 "Confirmed Eruption" NA "3" 1150 0 0 "Historical Observations" NA NA NA 40.821 14.426 NA NA NA
"7984" 257100 "Yasur" 15354 "Confirmed Eruption" NA "2" 1150 0 0 "Radiocarbon (uncorrected)" NA NA NA -19.532 169.447 NA NA NA
"7985" 262000 "Krakatau" 15585 "Confirmed Eruption" NA NA 1150 0 0 "Historical Observations" NA NA NA -6.102 105.423 NA NA NA
"7986" 263250 "Merapi" 15840 "Confirmed Eruption" NA NA 1140 0 0 "Radiocarbon (corrected)" NA NA NA -7.54 110.446 NA NA NA
"7987" 332010 "Kilauea" 19883 "Confirmed Eruption" NA "0" 1140 0 0 "Radiocarbon (corrected)" NA NA NA 19.421 -155.287 NA NA NA
"7988" 357150 "Puyehue-Cordon Caulle" 12205 "Confirmed Eruption" NA NA 1140 0 0 "Radiocarbon (corrected)" NA NA NA -40.59 -72.117 NA NA NA
"7989" 211020 "Vesuvius" 13325 "Confirmed Eruption" NA "3" 1139 6 1 "Historical Observations" 1139 6 9 40.821 14.426 1139-06-01 1139-06-09 8
"7990" 332020 "Mauna Loa" 10170 "Confirmed Eruption" "SW rift zone" "0" 1130 0 0 "Radiocarbon (uncorrected)" NA NA NA 19.475 -155.608 NA NA NA
"7991" 352050 "Cotopaxi" 11534 "Confirmed Eruption" NA "5" 1130 0 0 "Radiocarbon (uncorrected)" NA NA NA -0.677 -78.436 NA NA NA
"7992" 346010 "Baru" 11254 "Confirmed Eruption" NA NA 1130 0 0 "Radiocarbon (corrected)" NA NA NA 8.808 -82.543 NA NA NA
"7993" 283110 "Asamayama" 17680 "Uncertain Eruption" NA NA 1128 0 0 NA NA NA NA 36.406 138.523 NA NA NA
"7994" 313030 "Redoubt" 20374 "Confirmed Eruption" NA NA 1120 0 0 "Varve Count" NA NA NA 60.485 -152.742 NA NA NA
"7995" 222051 "Emuruangogolak" 13977 "Confirmed Eruption" "North flank" "0" 1120 0 0 "Magnetism" NA NA NA 1.5 36.33 NA NA NA
"7996" 312090 "Aniakchak" 22140 "Confirmed Eruption" "East-central caldera (Surprise Cone)" NA 1120 NA NA "Radiocarbon (corrected)" NA NA NA 56.88 -158.17 NA NA NA
"7997" 282090 "Kirishimayama" 17108 "Confirmed Eruption" NA "2" 1113 2 27 "Historical Observations" NA NA NA 31.934 130.862 1113-02-27 NA NA
"7998" 284010 "Izu-Oshima" 18176 "Uncertain Eruption" NA NA 1112 11 18 NA 1112 12 26 34.724 139.394 1112-11-18 1112-12-26 38
"7999" 282090 "Kirishimayama" 17107 "Confirmed Eruption" "Ohachi" "2" 1112 3 9 "Historical Observations" NA NA NA 31.934 130.862 1112-03-09 NA NA
"8000" 213020 "Nemrut Dagi" 13910 "Confirmed Eruption" "East flank (Lake Van)" NA 1111 0 0 "Historical Observations" NA NA NA 38.654 42.229 NA NA NA
"8001" 282050 "Kuchinoerabujima" 16961 "Confirmed Eruption" "Furudake" NA 1110 0 0 "Radiocarbon (corrected)" NA NA NA 30.443 130.217 NA NA NA
"8002" 341040 "Colima" 10409 "Confirmed Eruption" NA NA 1110 0 0 "Radiocarbon (corrected)" NA NA NA 19.514 -103.62 NA NA NA
"8003" 345060 "Irazu" 11199 "Confirmed Eruption" NA "3" 1110 0 0 "Radiocarbon (corrected)" NA NA NA 9.979 -83.852 NA NA NA
"8004" 382080 "Sete Cidades" 13015 "Confirmed Eruption" "West flank (Ponta de Ferraria)" "2" 1110 0 0 "Radiocarbon (uncorrected)" NA NA NA 37.87 -25.78 NA NA NA
"8005" 283110 "Asamayama" 17679 "Confirmed Eruption" NA "5" 1108 8 29 "Historical Observations" 1108 10 0 36.406 138.523 1108-08-29 NA NA
"8006" 372070 "Hekla" 12731 "Confirmed Eruption" NA "5" 1104 10 15 "Historical Observations" NA NA NA 63.983 -19.666 1104-10-15 NA NA
"8007" 344090 "Momotombo" 10985 "Confirmed Eruption" NA NA 1100 0 0 "Radiocarbon (uncorrected)" NA NA NA 12.423 -86.539 NA NA NA
"8008" 283230 "Akita-Komagatake" 18049 "Confirmed Eruption" NA "2" 1100 0 0 "Tephrochronology" NA NA NA 39.761 140.799 NA NA NA
"8009" 300100 "Avachinsky" 19078 "Confirmed Eruption" NA NA 1100 0 0 "Tephrochronology" NA NA NA 53.256 158.836 NA NA NA
"8010" 329010 "Uinkaret Field" 20703 "Confirmed Eruption" "Little Springs" "1" 1100 0 0 "Anthropology" NA NA NA 36.38 -113.13 NA NA NA
"8011" 282050 "Kuchinoerabujima" 16960 "Confirmed Eruption" "Shindake" NA 1100 0 0 "Radiocarbon (corrected)" NA NA NA 30.443 130.217 NA NA NA
"8012" 252130 "Lolobau" 15080 "Confirmed Eruption" "Hulu" "4" 1100 0 0 "Radiocarbon (uncorrected)" NA NA NA -4.92 151.158 NA NA NA
"8013" 222030 "Barrier, The" 13964 "Confirmed Eruption" "North flank" "0" 1090 0 0 "Magnetism" NA NA NA 2.32 36.57 NA NA NA
"8014" 263250 "Merapi" 15838 "Confirmed Eruption" NA NA 1090 0 0 "Radiocarbon (corrected)" NA NA NA -7.54 110.446 NA NA NA
"8015" 373010 "Grimsvotn" 12764 "Confirmed Eruption" NA NA 1090 0 0 "Ice Core" NA NA NA 64.416 -17.316 NA NA NA
"8016" 358022 "Yate" 20851 "Confirmed Eruption" "SE flank" NA 1090 NA NA "Radiocarbon (corrected)" NA NA NA -41.755 -72.396 NA NA NA
"8017" 284040 "Miyakejima" 18257 "Confirmed Eruption" NA "2" 1085 0 0 "Historical Observations" NA NA NA 34.094 139.526 NA NA NA
"8018" 283030 "Fujisan" 17445 "Confirmed Eruption" NA "2" 1083 4 17 "Historical Observations" NA NA NA 35.361 138.728 1083-04-17 NA NA
"8019" 354020 "Ubinas" 11777 "Confirmed Eruption" NA "5" 1082 NA NA "Radiocarbon (corrected)" NA NA NA -16.355 -70.903 NA NA NA
"8020" 373030 "Bardarbunga" 12857 "Confirmed Eruption" NA NA 1080 0 0 "Tephrochronology" NA NA NA 64.633 -17.516 NA NA NA
"8021" 285081 "Mashu" 18714 "Confirmed Eruption" "Kamuinupuri" "5" 1080 0 0 "Radiocarbon (corrected)" NA NA NA 43.572 144.561 NA NA NA
"8022" 332060 "Haleakala" 10290 "Confirmed Eruption" "North crater wall (Hanakauhi flow)" NA 1080 0 0 "Radiocarbon (uncorrected)" NA NA NA 20.708 -156.25 NA NA NA
"8023" 329020 "San Francisco Volcanic Field" 20704 "Confirmed Eruption" "Sunset Crater and SE-trending fissures" "4" 1075 0 0 "Magnetism" NA NA NA 35.347 -111.678 NA NA NA
