"year" "core_loc" "value"
"2307" 608.542 "neem" 11.28
"2308" 608.542 "wdc" 14.917
"2309" 608.458 "neem" 13.08
"2310" 608.458 "wdc" 14.226
"2311" 608.375 "neem" 15.28
"2312" 608.375 "wdc" 15.673
"2313" 608.292 "neem" 16.52
"2314" 608.292 "wdc" 16.046
"2315" 608.208 "neem" 17.09
"2316" 608.208 "wdc" 16.079
"2317" 608.125 "neem" 17.06
"2318" 608.125 "wdc" 15.35
"2319" 608.042 "neem" 16.42
"2320" 608.042 "wdc" 15.408
"2321" 607.958 "neem" 15.48
"2322" 607.958 "wdc" 15.533
"2323" 607.875 "neem" 14.44
"2324" 607.875 "wdc" 14.946
"2325" 607.792 "neem" 14.49
"2326" 607.792 "wdc" 19.667
"2327" 607.708 "neem" 14.7
"2328" 607.708 "wdc" 24.077
"2329" 607.625 "neem" 14.95
"2330" 607.625 "wdc" 27.021
"2331" 607.542 "neem" 15.17
"2332" 607.542 "wdc" 26.553
"2333" 607.458 "neem" 15.78
"2334" 607.458 "wdc" 23.625
"2335" 607.375 "neem" 16.67
"2336" 607.375 "wdc" 21.052
"2337" 607.292 "neem" 17.51
"2338" 607.292 "wdc" 17.575
"2339" 607.208 "neem" 18.06
"2340" 607.208 "wdc" 12.805
"2341" 607.125 "neem" 17.75
"2342" 607.125 "wdc" 14.527
"2343" 607.042 "neem" 16.05
"2344" 607.042 "wdc" 16.839
"2345" 606.958 "neem" 13.61
"2346" 606.958 "wdc" 16.168
"2347" 606.875 "neem" 11.82
"2348" 606.875 "wdc" 16.954
"2349" 606.792 "neem" 11.31
"2350" 606.792 "wdc" 19.337
"2351" 606.708 "neem" 11.54
"2352" 606.708 "wdc" 19.958
"2353" 606.625 "neem" 12.48
"2354" 606.625 "wdc" 19.919
"2355" 606.542 "neem" 13.36
"2356" 606.542 "wdc" 19.035
"2357" 606.458 "neem" 14.9
"2358" 606.458 "wdc" 16.072
"2359" 606.375 "neem" 17.29
"2360" 606.375 "wdc" 13.144
"2361" 606.292 "neem" 20
"2362" 606.292 "wdc" 11.454
"2363" 606.208 "neem" 22.31
"2364" 606.208 "wdc" 9.8504
"2365" 606.125 "neem" 21.96
"2366" 606.125 "wdc" 8.4806
"2367" 606.042 "neem" 17.79
"2368" 606.042 "wdc" 8.423
"2369" 605.958 "neem" 14.14
"2370" 605.958 "wdc" 8.3112
"2371" 605.875 "neem" 11.86
"2372" 605.875 "wdc" 8.7916
"2373" 605.792 "neem" 10.67
"2374" 605.792 "wdc" 9.9962
"2375" 605.708 "neem" 10.12
"2376" 605.708 "wdc" 10.723
"2377" 605.625 "neem" 10.02
"2378" 605.625 "wdc" 11.514
"2379" 605.542 "neem" 10.37
"2380" 605.542 "wdc" 12.608
"2381" 605.458 "neem" 11.16
"2382" 605.458 "wdc" 12.78
"2383" 605.375 "neem" 12.41
"2384" 605.375 "wdc" 12.658
"2385" 605.292 "neem" 14.65
"2386" 605.292 "wdc" 12.052
"2387" 605.208 "neem" 16.81
"2388" 605.208 "wdc" 11.166
"2389" 605.125 "neem" 19.43
"2390" 605.125 "wdc" 9.7751
"2391" 605.042 "neem" 21.08
"2392" 605.042 "wdc" 8.7679
"2393" 604.958 "neem" 19.95
"2394" 604.958 "wdc" 8.0337
"2395" 604.875 "neem" 18.63
"2396" 604.875 "wdc" 7.5677
"2397" 604.792 "neem" 18.33
"2398" 604.792 "wdc" 8.0648
"2399" 604.708 "neem" 17.89
"2400" 604.708 "wdc" 8.9564
"2401" 604.625 "neem" 17.68
"2402" 604.625 "wdc" 10.505
"2403" 604.542 "neem" 17.57
"2404" 604.542 "wdc" 11.693
"2405" 604.458 "neem" 17.64
"2406" 604.458 "wdc" 12.99
"2407" 604.375 "neem" 18.06
"2408" 604.375 "wdc" 13.998
"2409" 604.292 "neem" 18.38
"2410" 604.292 "wdc" 14.174
"2411" 604.208 "neem" 18.61
"2412" 604.208 "wdc" 13.782
"2413" 604.125 "neem" 18.5
"2414" 604.125 "wdc" 13.844
"2415" 604.042 "neem" 17.78
"2416" 604.042 "wdc" 15.46
"2417" 603.958 "neem" 15.66
"2418" 603.958 "wdc" 16.027
"2419" 603.875 "neem" 12.6
"2420" 603.875 "wdc" 14.81
"2421" 603.792 "neem" 10.47
"2422" 603.792 "wdc" 14.043
"2423" 603.708 "neem" 8.7
"2424" 603.708 "wdc" 16.056
"2425" 603.625 "neem" 7.8
"2426" 603.625 "wdc" 19.25
"2427" 603.542 "neem" 8.4
"2428" 603.542 "wdc" 18.841
"2429" 603.458 "neem" 9.84
"2430" 603.458 "wdc" 15.531
"2431" 603.375 "neem" 11.59
"2432" 603.375 "wdc" 12.706
"2433" 603.292 "neem" 13.97
"2434" 603.292 "wdc" 9.4945
"2435" 603.208 "neem" 15.13
"2436" 603.208 "wdc" 7.1792
"2437" 603.125 "neem" 14.36
"2438" 603.125 "wdc" 6.5533
"2439" 603.042 "neem" 12.38
"2440" 603.042 "wdc" 8.4245
"2441" 602.958 "neem" 10.65
"2442" 602.958 "wdc" 8.8226
"2443" 602.875 "neem" 10.49
"2444" 602.875 "wdc" 9.0835
"2445" 602.792 "neem" 11.54
"2446" 602.792 "wdc" 10.798
"2447" 602.708 "neem" 12.31
"2448" 602.708 "wdc" 13.308
"2449" 602.625 "neem" 12.16
"2450" 602.625 "wdc" 13.863
"2451" 602.542 "neem" 11.79
"2452" 602.542 "wdc" 13.617
"2453" 602.458 "neem" 12.44
"2454" 602.458 "wdc" 12.797
"2455" 602.375 "neem" 13.45
"2456" 602.375 "wdc" 11.607
"2457" 602.292 "neem" 13.52
"2458" 602.292 "wdc" 11.081
"2459" 602.208 "neem" 12.63
"2460" 602.208 "wdc" 9.6468
"2461" 602.125 "neem" 11.15
"2462" 602.125 "wdc" 10.695
"2463" 602.042 "neem" 10.26
"2464" 602.042 "wdc" 13.769
"2465" 601.958 "neem" 10.35
"2466" 601.958 "wdc" 17.584
"2467" 601.792 "neem" 12.85
"2468" 601.792 "wdc" 20.415
"2469" 601.708 "neem" 14.12
"2470" 601.708 "wdc" 22.733
"2471" 601.625 "neem" 15.85
"2472" 601.625 "wdc" 23.658
"2473" 601.542 "neem" 17.18
"2474" 601.542 "wdc" 21.862
"2475" 601.458 "neem" 18.1
"2476" 601.458 "wdc" 19.089
"2477" 601.375 "neem" 19.01
"2478" 601.375 "wdc" 16.383
"2479" 601.292 "neem" 20.21
"2480" 601.292 "wdc" 13.87
"2481" 601.208 "neem" 20.73
"2482" 601.208 "wdc" 10.944
"2483" 601.125 "neem" 20.35
"2484" 601.125 "wdc" 10.882
"2485" 601.042 "neem" 18.36
"2486" 601.042 "wdc" 11.861
"2487" 600.958 "neem" 15.36
"2488" 600.958 "wdc" 14.307
"2489" 600.875 "neem" 12.32
"2490" 600.875 "wdc" 17.118
"2491" 600.792 "neem" 9.58
"2492" 600.792 "wdc" 19.614
"2493" 600.708 "neem" 8.81
"2494" 600.708 "wdc" 21.212
"2495" 600.625 "neem" 8.75
"2496" 600.625 "wdc" 20.664
"2497" 600.542 "neem" 8.87
"2498" 600.542 "wdc" 22.676
"2499" 600.458 "neem" 9.02
"2500" 600.458 "wdc" 24.632
"2501" 600.375 "neem" 9.23
"2502" 600.375 "wdc" 16.85
"2503" 600.292 "neem" 9.4
"2504" 600.292 "wdc" 16.091
"2505" 600.208 "neem" 10.15
"2506" 600.208 "wdc" 15.92
"2507" 600.125 "neem" 11.71
"2508" 600.125 "wdc" 13.096
"2509" 600.042 "neem" 14.06
"2510" 600.042 "wdc" 12.422
"2511" 599.958 "neem" 15.82
"2512" 599.958 "wdc" 12.928
"2513" 599.875 "neem" 16.29
"2514" 599.875 "wdc" 13.413
"2515" 599.792 "neem" 15.48
"2516" 599.792 "wdc" 15.13
"2517" 599.708 "neem" 14.61
"2518" 599.708 "wdc" 15.313
"2519" 599.625 "neem" 14.73
"2520" 599.625 "wdc" 14.933
"2521" 599.542 "neem" 15.26
"2522" 599.542 "wdc" 16.638
"2523" 599.458 "neem" 14.8
"2524" 599.458 "wdc" 16.385
"2525" 599.375 "neem" 14.03
"2526" 599.375 "wdc" 14.854
"2527" 599.292 "neem" 13.47
"2528" 599.292 "wdc" 13.333
"2529" 599.208 "neem" 12.74
"2530" 599.208 "wdc" 12.235
"2531" 599.125 "neem" 12.28
"2532" 599.125 "wdc" 10.883
"2533" 599.042 "neem" 12.21
"2534" 599.042 "wdc" 10.491
"2535" 598.958 "neem" 12.25
"2536" 598.958 "wdc" 10.611
"2537" 598.875 "neem" 12.33
"2538" 598.875 "wdc" 11.08
"2539" 598.792 "neem" 12.55
"2540" 598.792 "wdc" 12.63
"2541" 598.708 "neem" 13.33
"2542" 598.708 "wdc" 15.47
"2543" 598.625 "neem" 14.83
"2544" 598.625 "wdc" 17.601
"2545" 598.542 "neem" 16.19
"2546" 598.542 "wdc" 15.934
"2547" 598.458 "neem" 16.77
"2548" 598.458 "wdc" 15.846
"2549" 598.375 "neem" 17.23
"2550" 598.375 "wdc" 16.446
"2551" 598.292 "neem" 17.84
"2552" 598.292 "wdc" 15.042
"2553" 598.208 "neem" 17.47
"2554" 598.208 "wdc" 13.594
"2555" 598.125 "neem" 16.52
"2556" 598.125 "wdc" 13.392
"2557" 598.042 "neem" 15.23
"2558" 598.042 "wdc" 13.648
"2559" 597.958 "neem" 13.29
"2560" 597.958 "wdc" 13.263
"2561" 597.875 "neem" 11.31
"2562" 597.875 "wdc" 14.228
"2563" 597.792 "neem" 10.05
"2564" 597.792 "wdc" 15.545
"2565" 597.708 "neem" 10.01
"2566" 597.708 "wdc" 14.968
"2567" 597.625 "neem" 11.31
"2568" 597.625 "wdc" 15.94
"2569" 597.542 "neem" 14.05
"2570" 597.542 "wdc" 17.857
"2571" 597.458 "neem" 17.24
"2572" 597.458 "wdc" 17.12
"2573" 597.375 "neem" 20.6
"2574" 597.375 "wdc" 13.971
"2575" 597.292 "neem" 23.53
"2576" 597.292 "wdc" 11.158
"2577" 597.208 "neem" 25.32
"2578" 597.208 "wdc" 8.8561
"2579" 597.125 "neem" 26.03
"2580" 597.125 "wdc" 8.155
"2581" 597.042 "neem" 25.3
"2582" 597.042 "wdc" 9.192
"2583" 596.958 "neem" 23
"2584" 596.958 "wdc" 9.5776
"2585" 596.875 "neem" 18.81
"2586" 596.875 "wdc" 10.879
"2587" 596.792 "neem" 15.68
"2588" 596.792 "wdc" 12.71
"2589" 596.708 "neem" 14.48
"2590" 596.708 "wdc" 14.577
"2591" 596.625 "neem" 14.07
"2592" 596.625 "wdc" 14.17
"2593" 596.542 "neem" 14.42
"2594" 596.542 "wdc" 14.369
"2595" 596.458 "neem" 14.74
"2596" 596.458 "wdc" 15.202
"2597" 596.375 "neem" 15.24
"2598" 596.375 "wdc" 14.798
"2599" 596.292 "neem" 17.59
"2600" 596.292 "wdc" 13.876
"2601" 596.208 "neem" 20.7
"2602" 596.208 "wdc" 12.764
"2603" 596.125 "neem" 22.88
"2604" 596.125 "wdc" 10.281
"2605" 596.042 "neem" 21.85
"2606" 596.042 "wdc" 8.1286
"2607" 595.958 "neem" 18.57
"2608" 595.958 "wdc" 7.1598
"2609" 595.875 "neem" 15.64
"2610" 595.875 "wdc" 6.9142
"2611" 595.792 "neem" 13.02
"2612" 595.792 "wdc" 7.2754
"2613" 595.708 "neem" 11.37
"2614" 595.708 "wdc" 7.8492
"2615" 595.625 "neem" 10.28
"2616" 595.625 "wdc" 8.3419
"2617" 595.542 "neem" 9.34
"2618" 595.542 "wdc" 8.4387
"2619" 595.458 "neem" 9.6
"2620" 595.458 "wdc" 8.7688
"2621" 595.292 "neem" 16.21
"2622" 595.292 "wdc" 9.0566
"2623" 595.208 "neem" 17.24
"2624" 595.208 "wdc" 9.7304
"2625" 595.125 "neem" 17.88
"2626" 595.125 "wdc" 11.128
"2627" 595.042 "neem" 17.23
"2628" 595.042 "wdc" 11.582
"2629" 594.958 "neem" 16.49
"2630" 594.958 "wdc" 11.127
"2631" 594.875 "neem" 15.76
"2632" 594.875 "wdc" 10.972
"2633" 594.792 "neem" 15.06
"2634" 594.792 "wdc" 10.832
"2635" 594.708 "neem" 14.97
"2636" 594.708 "wdc" 11.051
"2637" 594.625 "neem" 15.23
"2638" 594.625 "wdc" 11.339
"2639" 594.542 "neem" 14.62
"2640" 594.542 "wdc" 12.255
"2641" 594.458 "neem" 14.28
"2642" 594.458 "wdc" 12.967
"2643" 594.375 "neem" 13.8
"2644" 594.375 "wdc" 12.799
"2645" 594.292 "neem" 12.64
"2646" 594.292 "wdc" 12.747
"2647" 594.208 "neem" 11.16
"2648" 594.208 "wdc" 12.262
"2649" 594.125 "neem" 9.39
"2650" 594.125 "wdc" 11.779
"2651" 594.042 "neem" 8.71
"2652" 594.042 "wdc" 10.881
"2653" 593.958 "neem" 9.42
"2654" 593.958 "wdc" 8.7758
"2655" 593.875 "neem" 10.56
"2656" 593.875 "wdc" 7.474
"2657" 593.792 "neem" 11.94
"2658" 593.792 "wdc" 7.0785
"2659" 593.708 "neem" 13.49
"2660" 593.708 "wdc" 8.5511
"2661" 593.625 "neem" 15.34
"2662" 593.625 "wdc" 10.378
"2663" 593.542 "neem" 16.71
"2664" 593.542 "wdc" 10.859
"2665" 593.458 "neem" 17.49
"2666" 593.458 "wdc" 10.06
"2667" 593.375 "neem" 17.83
"2668" 593.375 "wdc" 11.705
"2669" 593.292 "neem" 16.96
"2670" 593.292 "wdc" 13.231
"2671" 593.208 "neem" 15.27
"2672" 593.208 "wdc" 13.999
"2673" 593.125 "neem" 13.86
"2674" 593.125 "wdc" 14.241
"2675" 593.042 "neem" 12.61
"2676" 593.042 "wdc" 13.627
"2677" 592.958 "neem" 10.83
"2678" 592.958 "wdc" 12.491
"2679" 592.875 "neem" 9.44
"2680" 592.875 "wdc" 13.422
"2681" 592.792 "neem" 8.85
"2682" 592.792 "wdc" 14.824
"2683" 592.708 "neem" 8.58
"2684" 592.708 "wdc" 15.532
"2685" 592.625 "neem" 8.68
"2686" 592.625 "wdc" 15.271
"2687" 592.542 "neem" 9.52
"2688" 592.542 "wdc" 17.506
"2689" 592.458 "neem" 10.43
"2690" 592.458 "wdc" 16.657
"2691" 592.375 "neem" 11.49
"2692" 592.375 "wdc" 15.877
"2693" 592.292 "neem" 12.52
"2694" 592.292 "wdc" 14.268
"2695" 592.208 "neem" 13.38
"2696" 592.208 "wdc" 13.328
"2697" 592.125 "neem" 13.46
"2698" 592.125 "wdc" 13.339
"2699" 592.042 "neem" 12.68
"2700" 592.042 "wdc" 14.3
"2701" 591.958 "neem" 11.49
"2702" 591.958 "wdc" 15.48
"2703" 591.875 "neem" 10.07
"2704" 591.875 "wdc" 17.154
"2705" 591.792 "neem" 8.52
"2706" 591.792 "wdc" 18.969
"2707" 591.708 "neem" 7.81
"2708" 591.708 "wdc" 20.756
"2709" 591.625 "neem" 7.89
"2710" 591.625 "wdc" 22.132
"2711" 591.542 "neem" 8.9
"2712" 591.542 "wdc" 23.466
"2713" 591.458 "neem" 10.56
"2714" 591.458 "wdc" 21.198
"2715" 591.375 "neem" 12.52
"2716" 591.375 "wdc" 16.07
"2717" 591.292 "neem" 14.14
"2718" 591.292 "wdc" 16.119
"2719" 591.208 "neem" 14.86
"2720" 591.208 "wdc" 16.024
"2721" 591.125 "neem" 14.41
"2722" 591.125 "wdc" 16.556
"2723" 591.042 "neem" 12.37
"2724" 591.042 "wdc" 17.369
"2725" 590.958 "neem" 10.43
"2726" 590.958 "wdc" 18.854
"2727" 590.875 "neem" 9.47
"2728" 590.875 "wdc" 18.441
"2729" 590.792 "neem" 9.7
"2730" 590.792 "wdc" 20.589
"2731" 590.708 "neem" 10.64
"2732" 590.708 "wdc" 23.168
"2733" 590.625 "neem" 11.92
"2734" 590.625 "wdc" 23.747
"2735" 590.542 "neem" 13.08
"2736" 590.542 "wdc" 22.106
"2737" 590.458 "neem" 14.07
"2738" 590.458 "wdc" 18.588
"2739" 590.375 "neem" 15.27
"2740" 590.375 "wdc" 17.442
"2741" 590.292 "neem" 15.98
"2742" 590.292 "wdc" 16.661
"2743" 590.208 "neem" 16.05
"2744" 590.208 "wdc" 16.593
"2745" 590.125 "neem" 15.69
"2746" 590.125 "wdc" 17.01
"2747" 590.042 "neem" 14.69
"2748" 590.042 "wdc" 16.907
"2749" 589.958 "neem" 14.7
"2750" 589.958 "wdc" 16.019
"2751" 589.875 "neem" 16.47
"2752" 589.875 "wdc" 15.331
"2753" 589.792 "neem" 19.8
"2754" 589.792 "wdc" 14.813
"2755" 589.708 "neem" 24.37
"2756" 589.708 "wdc" 15.03
"2757" 589.625 "neem" 29.45
"2758" 589.625 "wdc" 15.673
"2759" 589.542 "neem" 32.33
"2760" 589.542 "wdc" 16.557
"2761" 589.458 "neem" 31.58
"2762" 589.458 "wdc" 17.456
"2763" 589.375 "neem" 27.23
"2764" 589.375 "wdc" 17.666
"2765" 589.292 "neem" 22.64
"2766" 589.292 "wdc" 15.895
"2767" 589.208 "neem" 18.89
"2768" 589.208 "wdc" 12.837
"2769" 589.125 "neem" 15.95
"2770" 589.125 "wdc" 9.1382
"2771" 589.042 "neem" 14.45
"2772" 589.042 "wdc" 6.2423
"2773" 588.958 "neem" 14.11
"2774" 588.958 "wdc" 4.8772
"2775" 588.875 "neem" 14.19
"2776" 588.875 "wdc" 13.311
"2777" 588.792 "neem" 14.53
"2778" 588.792 "wdc" 14.735
"2779" 588.708 "neem" 14.54
"2780" 588.708 "wdc" 15.082
"2781" 588.625 "neem" 14.3
"2782" 588.625 "wdc" 14.412
"2783" 588.542 "neem" 14.42
"2784" 588.542 "wdc" 13.93
"2785" 588.458 "neem" 14.36
"2786" 588.458 "wdc" 13.089
"2787" 588.375 "neem" 13.75
"2788" 588.375 "wdc" 13.192
"2789" 588.292 "neem" 13.25
"2790" 588.292 "wdc" 14.497
"2791" 588.208 "neem" 12.62
"2792" 588.208 "wdc" 15.433
"2793" 588.125 "neem" 12.08
"2794" 588.125 "wdc" 16.156
"2795" 588.042 "neem" 12.06
"2796" 588.042 "wdc" 16.719
"2797" 587.958 "neem" 11.87
"2798" 587.958 "wdc" 18.038
"2799" 587.875 "neem" 12.04
"2800" 587.875 "wdc" 18.891
"2801" 587.792 "neem" 12.97
"2802" 587.792 "wdc" 18.805
"2803" 587.708 "neem" 13.81
"2804" 587.708 "wdc" 16.292
"2805" 587.625 "neem" 14.64
"2806" 587.625 "wdc" 13.336
"2807" 587.542 "neem" 14.97
"2808" 587.542 "wdc" 11.107
"2809" 587.458 "neem" 15.65
"2810" 587.458 "wdc" 9.685
"2811" 587.375 "neem" 16.94
"2812" 587.375 "wdc" 9.7389
"2813" 587.292 "neem" 17.57
"2814" 587.292 "wdc" 9.4727
"2815" 587.208 "neem" 17.41
"2816" 587.208 "wdc" 10.158
"2817" 587.125 "neem" 16.56
"2818" 587.125 "wdc" 10.835
"2819" 587.042 "neem" 14.32
"2820" 587.042 "wdc" 12.018
"2821" 586.958 "neem" 11.9
"2822" 586.958 "wdc" 12.588
"2823" 586.875 "neem" 10.44
"2824" 586.875 "wdc" 12.156
"2825" 586.792 "neem" 9.48
"2826" 586.792 "wdc" 11.646
"2827" 586.708 "neem" 8.44
"2828" 586.708 "wdc" 11.282
"2829" 586.625 "neem" 7.65
"2830" 586.625 "wdc" 11.429
"2831" 586.542 "neem" 7.37
"2832" 586.542 "wdc" 11.816
"2833" 586.458 "neem" 7.92
"2834" 586.458 "wdc" 11.727
"2835" 586.375 "neem" 9.49
"2836" 586.375 "wdc" 11.309
"2837" 586.292 "neem" 11.33
"2838" 586.292 "wdc" 10.466
"2839" 586.208 "neem" 12.72
"2840" 586.208 "wdc" 8.3043
"2841" 586.125 "neem" 13.81
"2842" 586.125 "wdc" 9.098
"2843" 586.042 "neem" 15.81
"2844" 586.042 "wdc" 12.369
"2845" 585.958 "neem" 17.11
"2846" 585.958 "wdc" 15.893
"2847" 585.875 "neem" 18.47
"2848" 585.875 "wdc" 20.825
"2849" 585.792 "neem" 20.15
"2850" 585.792 "wdc" 25.777
"2851" 585.708 "neem" 22.02
"2852" 585.708 "wdc" 27.269
"2853" 585.625 "neem" 23.37
"2854" 585.625 "wdc" 25.32
"2855" 585.542 "neem" 24.11
"2856" 585.542 "wdc" 16.74
"2857" 585.458 "neem" 24.53
"2858" 585.458 "wdc" 12.157
"2859" 585.375 "neem" 24.04
"2860" 585.375 "wdc" 9.1551
"2861" 585.292 "neem" 22.76
"2862" 585.292 "wdc" 7.9567
"2863" 585.208 "neem" 20.72
"2864" 585.208 "wdc" 8.5319
"2865" 585.125 "neem" 18.85
"2866" 585.125 "wdc" 9.661
"2867" 585.042 "neem" 17.17
"2868" 585.042 "wdc" 10.33
"2869" 584.958 "neem" 15.53
"2870" 584.958 "wdc" 12.034
"2871" 584.875 "neem" 14.07
"2872" 584.875 "wdc" 14.65
"2873" 584.792 "neem" 12.82
"2874" 584.792 "wdc" 16.963
"2875" 584.708 "neem" 11.48
"2876" 584.708 "wdc" 18.19
"2877" 584.625 "neem" 10.81
"2878" 584.625 "wdc" 17.809
"2879" 584.542 "neem" 11.62
"2880" 584.542 "wdc" 14.477
"2881" 584.458 "neem" 12.63
"2882" 584.458 "wdc" 12.305
"2883" 584.375 "neem" 13.47
"2884" 584.375 "wdc" 10.8
"2885" 584.292 "neem" 13.87
"2886" 584.292 "wdc" 11.838
"2887" 584.208 "neem" 13.43
"2888" 584.208 "wdc" 13.525
"2889" 584.125 "neem" 12.65
"2890" 584.125 "wdc" 15.363
"2891" 584.042 "neem" 12.12
"2892" 584.042 "wdc" 15.834
"2893" 583.958 "neem" 11.63
"2894" 583.958 "wdc" 15.461
"2895" 583.875 "neem" 11.53
"2896" 583.875 "wdc" 15.148
"2897" 583.792 "neem" 11.77
"2898" 583.792 "wdc" 13.864
"2899" 583.708 "neem" 12.28
"2900" 583.708 "wdc" 11.619
"2901" 583.625 "neem" 12.85
"2902" 583.625 "wdc" 11.261
"2903" 583.542 "neem" 13.46
"2904" 583.542 "wdc" 11.107
"2905" 583.458 "neem" 13.73
"2906" 583.458 "wdc" 10.975
"2907" 583.375 "neem" 13.5
"2908" 583.375 "wdc" 11.91
"2909" 583.292 "neem" 13.15
"2910" 583.292 "wdc" 12.237
"2911" 583.208 "neem" 13.03
"2912" 583.208 "wdc" 13.044
"2913" 583.125 "neem" 13.27
"2914" 583.125 "wdc" 18.52
"2915" 583.042 "neem" 14.03
"2916" 583.042 "wdc" 21.372
"2917" 582.958 "neem" 13.98
"2918" 582.958 "wdc" 19.977
"2919" 582.875 "neem" 13.01
"2920" 582.875 "wdc" 19.05
"2921" 582.792 "neem" 11.96
"2922" 582.792 "wdc" 17.545
"2923" 582.708 "neem" 11.27
"2924" 582.708 "wdc" 14.201
"2925" 582.625 "neem" 10.97
"2926" 582.625 "wdc" 12.738
"2927" 582.542 "neem" 11.16
"2928" 582.542 "wdc" 12.829
"2929" 582.458 "neem" 12
"2930" 582.458 "wdc" 13.531
"2931" 582.375 "neem" 13.17
"2932" 582.375 "wdc" 15.815
"2933" 582.292 "neem" 15.08
"2934" 582.292 "wdc" 17.295
"2935" 582.208 "neem" 17.7
"2936" 582.208 "wdc" 16.109
"2937" 582.125 "neem" 20.95
"2938" 582.125 "wdc" 14.728
"2939" 582.042 "neem" 23.99
"2940" 582.042 "wdc" 16.888
"2941" 581.958 "neem" 26.42
"2942" 581.958 "wdc" 19.27
"2943" 581.875 "neem" 27.44
"2944" 581.875 "wdc" 18.933
"2945" 581.792 "neem" 25.75
"2946" 581.792 "wdc" 17.969
"2947" 581.708 "neem" 22.36
"2948" 581.708 "wdc" 16.276
"2949" 581.625 "neem" 17.96
"2950" 581.625 "wdc" 15.492
"2951" 581.542 "neem" 13.96
"2952" 581.542 "wdc" 15.003
"2953" 581.458 "neem" 12.08
"2954" 581.458 "wdc" 14.556
"2955" 581.375 "neem" 11.54
"2956" 581.375 "wdc" 13.709
"2957" 581.292 "neem" 11.16
"2958" 581.292 "wdc" 14.378
"2959" 581.208 "neem" 10.41
"2960" 581.208 "wdc" 16.061
"2961" 581.125 "neem" 9.3
"2962" 581.125 "wdc" 17.849
"2963" 581.042 "neem" 8.06
"2964" 581.042 "wdc" 17.643
"2965" 580.958 "neem" 7.76
"2966" 580.958 "wdc" 20.58
"2967" 580.875 "neem" 8.49
"2968" 580.875 "wdc" 21.443
"2969" 580.792 "neem" 9.28
"2970" 580.792 "wdc" 16.075
"2971" 580.708 "neem" 10.16
"2972" 580.708 "wdc" 15.477
"2973" 580.625 "neem" 11.04
"2974" 580.625 "wdc" 14.435
"2975" 580.542 "neem" 11.62
"2976" 580.542 "wdc" 13.74
"2977" 580.458 "neem" 12.35
"2978" 580.458 "wdc" 12.737
"2979" 580.375 "neem" 13.57
"2980" 580.375 "wdc" 13.199
"2981" 580.292 "neem" 14.9
"2982" 580.292 "wdc" 13.719
"2983" 580.208 "neem" 16.39
"2984" 580.208 "wdc" 13.83
"2985" 580.125 "neem" 16.76
"2986" 580.125 "wdc" 12.91
"2987" 580.042 "neem" 14.86
"2988" 580.042 "wdc" 14.405
"2989" 579.958 "neem" 12.52
"2990" 579.958 "wdc" 17.423
"2991" 579.875 "neem" 10.81
"2992" 579.875 "wdc" 20.26
"2993" 579.792 "neem" 10.38
"2994" 579.792 "wdc" 22.653
"2995" 579.708 "neem" 9.86
"2996" 579.708 "wdc" 21.247
"2997" 579.625 "neem" 9.3
"2998" 579.625 "wdc" 16.847
"2999" 579.542 "neem" 9.19
"3000" 579.542 "wdc" 18.163
"3001" 579.458 "neem" 9.18
"3002" 579.458 "wdc" 19.465
"3003" 579.375 "neem" 9.63
"3004" 579.375 "wdc" 21.322
"3005" 579.292 "neem" 10.23
"3006" 579.292 "wdc" 23.25
"3007" 579.208 "neem" 10.55
"3008" 579.208 "wdc" 24.683
"3009" 579.125 "neem" 10.87
"3010" 579.125 "wdc" 27.595
"3011" 579.042 "neem" 11.63
"3012" 579.042 "wdc" 30.904
"3013" 578.958 "neem" 11.71
"3014" 578.958 "wdc" 34.664
"3015" 578.875 "neem" 11.66
"3016" 578.875 "wdc" 40.004
"3017" 578.792 "neem" 11.33
"3018" 578.792 "wdc" 44.859
"3019" 578.708 "neem" 11.04
"3020" 578.708 "wdc" 48.869
"3021" 578.625 "neem" 11.01
"3022" 578.625 "wdc" 51.118
"3023" 578.542 "neem" 11.42
"3024" 578.542 "wdc" 52.838
"3025" 578.458 "neem" 12.51
"3026" 578.458 "wdc" 55.874
"3027" 578.375 "neem" 13.54
"3028" 578.375 "wdc" 59.653
"3029" 578.292 "neem" 14.35
"3030" 578.292 "wdc" 63.956
"3031" 578.208 "neem" 14.78
"3032" 578.208 "wdc" 68.153
"3033" 578.125 "neem" 14.93
"3034" 578.125 "wdc" 69.692
"3035" 578.042 "neem" 14.41
"3036" 578.042 "wdc" 71.997
"3037" 577.958 "neem" 13.35
"3038" 577.958 "wdc" 72.871
"3039" 577.875 "neem" 12.24
"3040" 577.875 "wdc" 71.621
"3041" 577.792 "neem" 12.34
"3042" 577.792 "wdc" 67.063
"3043" 577.708 "neem" 12.69
"3044" 577.708 "wdc" 61.738
"3045" 577.625 "neem" 13.75
"3046" 577.625 "wdc" 53.686
"3047" 577.542 "neem" 15.65
"3048" 577.542 "wdc" 43.93
"3049" 577.458 "neem" 17.44
"3050" 577.458 "wdc" 39.173
"3051" 577.375 "neem" 18.72
"3052" 577.375 "wdc" 37.879
"3053" 577.292 "neem" 19.33
"3054" 577.292 "wdc" 39.245
"3055" 577.208 "neem" 18.76
"3056" 577.208 "wdc" 34.155
"3057" 577.125 "neem" 16.76
"3058" 577.125 "wdc" 25.123
"3059" 577.042 "neem" 14.54
"3060" 577.042 "wdc" 23.898
