"volcano_number" "volcano_name" "region" "subregion" "country" "latitude" "longitude" "tectonic_settings" "primary_volcano_type" "elevation" "last_eruption_year" "years_ago" "evidence_category" "population_within_5_km" "population_within_10_km" "population_within_30_km" "population_within_100_km" "major_rock_1" "major_rock_2" "major_rock_3" "major_rock_4" "major_rock_5" "minor_rock_1" "minor_rock_2" "minor_rock_3" "minor_rock_4" "minor_rock_5"
"801" 234020 "Kerguelen Islands" "Middle East and Indian Ocean" "Indian Ocean (southern)" "France" -49.58 69.5 "Intraplate / Oceanic crust (< 15 km)" "Stratovolcano" 1840 NA NA "Evidence Uncertain" 0 0 0 0 "Trachyandesite / Basaltic Trachyandesite" "Trachyte / Trachydacite" "Phono-tephrite /  Tephri-phonolite" " " " " " " " " " " " " " "
"802" 261111 "Lubukraya" "Indonesia" "Sumatra" "Indonesia" 1.478 99.209 "Subduction zone / Continental crust (>25 km)" "Stratovolcano" 1862 NA NA "Evidence Uncertain" 349 6931 445954 2208734 "Andesite / Basaltic Andesite" " " " " " " " " "Basalt / Picro-Basalt" " " " " " " " "
"803" 263231 "Telomoyo" "Indonesia" "Java" "Indonesia" -7.362 110.4 "Subduction zone / Continental crust (>25 km)" "Stratovolcano" 1864 NA NA "Evidence Credible" 38661 166844 2794587 25617237 "Andesite / Basaltic Andesite" "Basalt / Picro-Basalt" " " " " " " " " " " " " " " " "
"804" 345031 "Tenorio" "México and Central America" "Costa Rica" "Costa Rica" 10.673 -85.015 "Subduction zone / Continental crust (>25 km)" "Stratovolcano" 1916 NA NA "Evidence Credible" 436 11670 92344 943351 "Andesite / Basaltic Andesite" " " " " " " " " "Basalt / Picro-Basalt" " " " " " " " "
"805" 266120 "Klabat" "Indonesia" "Sulawesi" "Indonesia" 1.454 125.031 "Subduction zone / Continental crust (>25 km)" "Stratovolcano" 1968 NA NA "Unrest / Holocene" 1352 39935 822740 1326026 "Andesite / Basaltic Andesite" "Basalt / Picro-Basalt" " " " " " " " " " " " " " " " "
"806" 311280 "Recheschnoi" "Alaska" "Aleutian Islands" "United States" 53.157 -168.539 "Subduction zone / Intermediate crust (15-25 km)" "Stratovolcano" 1984 NA NA "Evidence Credible" 0 0 0 17 "Andesite / Basaltic Andesite" "Basalt / Picro-Basalt" "Rhyolite" " " " " " " " " " " " " " "
"807" 343010 "Apaneca Range" "México and Central America" "El Salvador and Honduras" "El Salvador" 13.891 -89.786 "Subduction zone / Continental crust (>25 km)" "Stratovolcano" 2036 NA NA "Evidence Credible" 11141 151502 1113282 6215853 "Basalt / Picro-Basalt" "Andesite / Basaltic Andesite" "Trachyandesite / Basaltic Trachyandesite" "Dacite" "Rhyolite" " " " " " " " " " "
"808" 342160 "Suchitan" "México and Central America" "Guatemala" "Guatemala" 14.4 -89.78 "Subduction zone / Continental crust (>25 km)" "Stratovolcano" 2042 NA NA "Evidence Credible" 4149 49376 421074 8257118 "Andesite / Basaltic Andesite" "Basalt / Picro-Basalt" "Dacite" " " " " " " " " " " " " " "
"809" 263230 "Ungaran" "Indonesia" "Java" "Indonesia" -7.18 110.33 "Subduction zone / Continental crust (>25 km)" "Stratovolcano" 2050 NA NA "Evidence Credible" 6705 110008 4595534 25639073 "Trachyandesite / Basaltic Trachyandesite" "Trachybasalt / Tephrite Basanite" "Basalt / Picro-Basalt" " " " " " " " " " " " " " "
"810" 343070 "San Vicente" "México and Central America" "El Salvador and Honduras" "El Salvador" 13.595 -88.837 "Subduction zone / Continental crust (>25 km)" "Stratovolcano" 2182 NA NA "Evidence Credible" 7505 103854 864425 6349950 "Andesite / Basaltic Andesite" "Dacite" "Basalt / Picro-Basalt" " " " " "Rhyolite" " " " " " " " "
"811" 263150 "Talagabodas" "Indonesia" "Java" "Indonesia" -7.208 108.07 "Subduction zone / Continental crust (>25 km)" "Stratovolcano" 2201 NA NA "Unrest / Holocene" 7953 68266 2388005 24525517 "Basalt / Picro-Basalt" "Andesite / Basaltic Andesite" " " " " " " " " " " " " " " " "
"812" 345034 "Platanar" "México and Central America" "Costa Rica" "Costa Rica" 10.3 -84.366 "Subduction zone / Continental crust (>25 km)" "Stratovolcano" 2267 NA NA "Evidence Credible" 620 40382 339271 3381523 "Andesite / Basaltic Andesite" "Basalt / Picro-Basalt" "Dacite" "Rhyolite" " " "Trachyandesite / Basaltic Trachyandesite" " " " " " " " "
"813" 263070 "Patuha" "Indonesia" "Java" "Indonesia" -7.162 107.4 "Subduction zone / Continental crust (>25 km)" "Stratovolcano" 2422 NA NA "Evidence Credible" 12576 76063 1516827 23632738 "Andesite / Basaltic Andesite" " " " " " " " " " " " " " " " " " "
"814" 221210 "Boset-Bericha" "Africa and Red Sea" "Africa (northeastern) and Red Sea" "Ethiopia" 8.558 39.475 "Rift zone / Continental crust (>25 km)" "Stratovolcano" 2447 NA NA "Evidence Credible" 3267 19603 586318 7130451 "Rhyolite" "Trachyte / Trachydacite" "Basalt / Picro-Basalt" "Trachybasalt / Tephrite Basanite" "Trachyandesite / Basaltic Trachyandesite" " " " " " " " " " "
"815" 357101 "Tralihue" "South America" "Central Chile and Argentina" "Argentina" -38.509 -70.898 "Intraplate / Continental crust (>25 km)" "Stratovolcano" 2448 NA NA "Evidence Credible" 43 385 4621 97456 "Trachyandesite / Basaltic Trachyandesite" "Basalt / Picro-Basalt" " " " " " " " " " " " " " " " "
"816" 261210 "Daun, Bukit" "Indonesia" "Sumatra" "Indonesia" -3.38 102.37 "Subduction zone / Continental crust (>25 km)" "Stratovolcano" 2467 NA NA "Unrest / Holocene" 4088 42410 425096 2318233 "Basalt / Picro-Basalt" "Andesite / Basaltic Andesite" " " " " " " " " " " " " " " " "
"817" 263270 "Wilis" "Indonesia" "Java" "Indonesia" -7.808 111.758 "Subduction zone / Continental crust (>25 km)" "Stratovolcano" 2563 NA NA "Evidence Credible" 514 5376 2150615 21455776 "Andesite / Basaltic Andesite" " " " " " " " " " " " " " " " " " "
"818" 263110 "Kendang" "Indonesia" "Java" "Indonesia" -7.245 107.709 "Subduction zone / Continental crust (>25 km)" "Stratovolcano" 2594 NA NA "Evidence Credible" 7758 89790 2601697 21174023 "Andesite / Basaltic Andesite" "Rhyolite" " " " " " " " " " " " " " " " "
"819" 300241 "Udina" "Kamchatka and Mainland Asia" "Kamchatka Peninsula" "Russia" 55.758 160.527 "Subduction zone / Continental crust (>25 km)" "Stratovolcano" 2886 NA NA "Evidence Credible" 0 2 63 10334 "Andesite / Basaltic Andesite" "Basalt / Picro-Basalt" " " " " " " " " " " " " " " " "
"820" 271030 "Apo" "Philippines and SE Asia" "Mindanao" "Philippines" 6.989 125.269 "Subduction zone / Continental crust (>25 km)" "Stratovolcano" 2938 NA NA "Unrest / Holocene" 1355 5431 767800 7768291 "Andesite / Basaltic Andesite" "Dacite" " " " " " " " " " " " " " " " "
"821" 224030 "Oku Volcanic Field" "Africa and Red Sea" "Africa (western)" "Cameroon" 6.25 10.5 "Intraplate / Continental crust (>25 km)" "Stratovolcano" 3011 NA NA "Evidence Uncertain" 131944 131944 399741 3698980 "Basalt / Picro-Basalt" "Trachybasalt / Tephrite Basanite" "Trachyandesite / Basaltic Trachyandesite" "Rhyolite" "Trachyte / Trachydacite" " " " " " " " " " "
"822" 300242 "Zimina" "Kamchatka and Mainland Asia" "Kamchatka Peninsula" "Russia" 55.862 160.603 "Subduction zone / Continental crust (>25 km)" "Stratovolcano" 3057 NA NA "Evidence Credible" 0 0 77 11184 "Andesite / Basaltic Andesite" "Dacite" " " " " " " " " " " " " " " " "
"823" 225020 "Voon, Tarso" "Africa and Red Sea" "Africa (northern)" "Chad" 20.92 17.28 "Intraplate / Continental crust (>25 km)" "Stratovolcano" 3100 NA NA "Unrest / Holocene" 0 0 0 3220 "Trachyte / Trachydacite" "Phonolite" "Trachybasalt / Tephrite Basanite" " " " " "Trachyandesite / Basaltic Trachyandesite" "Rhyolite" " " " " " "
"824" 342070 "Toliman" "México and Central America" "Guatemala" "Guatemala" 14.612 -91.189 "Subduction zone / Continental crust (>25 km)" "Stratovolcano" 3158 NA NA "Evidence Credible" 5641 67361 703786 8130714 "Andesite / Basaltic Andesite" " " " " " " " " " " " " " " " " " "
"825" 213002 "Hasan Dagi" "Mediterranean and Western Asia" "Turkey" "Turkey" 38.13 34.17 "Intraplate / Continental crust (>25 km)" "Stratovolcano" 3253 NA NA "Evidence Credible" 235 4979 174584 1362673 "Dacite" "Andesite / Basaltic Andesite" "Rhyolite" "Basalt / Picro-Basalt" "Trachyandesite / Basaltic Trachyandesite" " " " " " " " " " "
"826" 225010 "Tousside, Tarso" "Africa and Red Sea" "Africa (northern)" "Chad" 21.03 16.45 "Intraplate / Continental crust (>25 km)" "Stratovolcano" 3265 NA NA "Evidence Credible" 0 0 394 5038 "Trachyte / Trachydacite" "Trachyandesite / Basaltic Trachyandesite" "Dacite" "Rhyolite" " " "Basalt / Picro-Basalt" " " " " " " " "
"827" 358011 "Tronador" "South America" "Southern Chile and Argentina" "Chile-Argentina" -41.157 -71.885 "Subduction zone / Continental crust (>25 km)" "Stratovolcano" 3478 NA NA "Evidence Uncertain" 7 106 1293 380976 "Andesite / Basaltic Andesite" "Basalt / Picro-Basalt" "Dacite" " " " " " " " " " " " " " "
"828" 357062 "San Pedro-Pellado" "South America" "Central Chile and Argentina" "Chile" -35.989 -70.849 "Subduction zone / Continental crust (>25 km)" "Stratovolcano" 3621 NA NA "Evidence Credible" 12 208 4155 500494 "Andesite / Basaltic Andesite" "Basalt / Picro-Basalt" "Dacite" "Rhyolite" " " " " " " " " " " " "
"829" 342100 "Agua" "México and Central America" "Guatemala" "Guatemala" 14.465 -90.743 "Subduction zone / Continental crust (>25 km)" "Stratovolcano" 3760 NA NA "Evidence Credible" 9890 114404 2530449 7441660 "Andesite / Basaltic Andesite" " " " " " " " " "Dacite" " " " " " " " "
"830" 214060 "Aragats" "Mediterranean and Western Asia" "Western Asia" "Armenia" 40.53 44.2 "Intraplate / Continental crust (>25 km)" "Stratovolcano" 4095 NA NA "Evidence Credible" 0 163 150143 3046562 "Andesite / Basaltic Andesite" "Basalt / Picro-Basalt" "Dacite" "Rhyolite" " " " " " " " " " " " "
"831" 223060 "Muhavura" "Africa and Red Sea" "Africa (central)" "Uganda-Rwanda" -1.383 29.678 "Rift zone / Continental crust (>25 km)" "Stratovolcano" 4103 NA NA "Evidence Credible" 10680 197162 1189226 10833809 "Trachybasalt / Tephrite Basanite" "Trachyandesite / Basaltic Trachyandesite" " " " " " " " " " " " " " " " "
"832" 352005 "Mojanda" "South America" "Ecuador" "Ecuador" 0.13 -78.27 "Subduction zone / Continental crust (>25 km)" "Stratovolcano" 4263 NA NA "Evidence Uncertain" 173 15510 480382 3071030 "Andesite / Basaltic Andesite" "Dacite" "Rhyolite" " " " " " " " " " " " " " "
"833" 357067 "Domuyo" "South America" "Central Chile and Argentina" "Argentina" -36.638 -70.432 "Subduction zone / Continental crust (>25 km)" "Stratovolcano" 4702 NA NA "Evidence Uncertain" 1 34 1425 30006 "Dacite" " " " " " " " " " " " " " " " " " "
"834" 357022 "Palomo" "South America" "Central Chile and Argentina" "Chile" -34.608 -70.295 "Subduction zone / Continental crust (>25 km)" "Stratovolcano" 4860 NA NA "Evidence Credible" 162 325 4732 965894 "Andesite / Basaltic Andesite" "Dacite" " " " " " " " " " " " " " " " "
"835" 341082 "Iztaccihuatl" "México and Central America" "Mexico" "Mexico" 19.179 -98.642 "Subduction zone / Continental crust (>25 km)" "Stratovolcano" 5230 NA NA "Evidence Credible" 98 1343 1036172 27276280 "Andesite / Basaltic Andesite" "Dacite" " " " " " " "Rhyolite" "Basalt / Picro-Basalt" "Trachyandesite / Basaltic Trachyandesite" " " " "
"836" 352041 "Illiniza" "South America" "Ecuador" "Ecuador" -0.659 -78.714 "Subduction zone / Continental crust (>25 km)" "Stratovolcano" 5248 NA NA "Evidence Credible" 535 6034 158371 3941221 "Andesite / Basaltic Andesite" "Dacite" " " " " " " "Rhyolite" " " " " " " " "
"837" 355150 "Tuzgle" "South America" "Northern Chile, Bolivia and Argentina" "Argentina" -24.05 -66.48 "Subduction zone / Continental crust (>25 km)" "Stratovolcano" 5486 NA NA "Evidence Uncertain" 42 217 4740 22953 "Dacite" "Andesite / Basaltic Andesite" " " " " " " " " " " " " " " " "
"838" 355050 "Olca-Paruma" "South America" "Northern Chile, Bolivia and Argentina" "Chile-Bolivia" -20.939 -68.413 "Subduction zone / Continental crust (>25 km)" "Stratovolcano" 5705 NA NA "Eruption Observed" 20 225 2318 16180 "Andesite / Basaltic Andesite" "Dacite" " " " " " " " " " " " " " " " "
"839" 355061 "Azufre, Cerro del" "South America" "Northern Chile, Bolivia and Argentina" "Chile" -21.787 -68.237 "Subduction zone / Continental crust (>25 km)" "Stratovolcano" 5846 NA NA "Evidence Uncertain" 0 58 1143 55567 "Andesite / Basaltic Andesite" "Dacite" " " " " " " " " " " " " " " " "
"840" 355101 "Cordon de Puntas Negras" "South America" "Northern Chile, Bolivia and Argentina" "Chile" -23.743 -67.534 "Subduction zone / Continental crust (>25 km)" "Stratovolcano" 5852 NA NA "Evidence Credible" 0 0 217 5798 "Andesite / Basaltic Andesite" "Dacite" " " " " " " " " " " " " " " " "
"841" 355092 "Licancabur" "South America" "Northern Chile, Bolivia and Argentina" "Chile-Bolivia" -22.83 -67.88 "Subduction zone / Continental crust (>25 km)" "Stratovolcano" 5916 NA NA "Evidence Credible" 10 86 1650 12389 "Andesite / Basaltic Andesite" "Dacite" " " " " " " " " " " " " " " " "
"842" 355091 "Sairecabur" "South America" "Northern Chile, Bolivia and Argentina" "Chile-Bolivia" -22.72 -67.892 "Subduction zone / Continental crust (>25 km)" "Stratovolcano" 5971 NA NA "Evidence Credible" 21 69 1721 11172 "Andesite / Basaltic Andesite" "Dacite" " " " " " " " " " " " " " " " "
"843" 355010 "Tacora" "South America" "Northern Chile, Bolivia and Argentina" "Chile-Peru" -17.72 -69.77 "Subduction zone / Continental crust (>25 km)" "Stratovolcano" 5980 NA NA "Unrest / Holocene" 7 539 8757 411691 "Andesite / Basaltic Andesite" " " " " " " " " " " " " " " " " " "
"844" 355096 "Acamarachi" "South America" "Northern Chile, Bolivia and Argentina" "Chile" -23.292 -67.618 "Subduction zone / Continental crust (>25 km)" "Stratovolcano" 6023 NA NA "Evidence Credible" 0 7 294 9092 "Dacite" "Andesite / Basaltic Andesite" " " " " " " " " " " " " " " " "
"845" 354007 "Chachani, Nevado" "South America" "Peru" "Peru" -16.191 -71.53 "Subduction zone / Continental crust (>25 km)" "Stratovolcano" 6057 NA NA "Evidence Uncertain" 97 1182 887176 1032411 "Andesite / Basaltic Andesite" "Dacite" "Rhyolite" " " " " " " " " " " " " " "
"846" 355160 "Aracar" "South America" "Northern Chile, Bolivia and Argentina" "Argentina" -24.29 -67.783 "Subduction zone / Continental crust (>25 km)" "Stratovolcano" 6095 NA NA "Evidence Credible" 0 0 94 4803 "Andesite / Basaltic Andesite" "Dacite" " " " " " " " " " " " " " " " "
"847" 355107 "Pular" "South America" "Northern Chile, Bolivia and Argentina" "Chile" -24.188 -68.054 "Subduction zone / Continental crust (>25 km)" "Stratovolcano" 6233 NA NA "Evidence Uncertain" 0 0 50 5000 "Andesite / Basaltic Andesite" "Dacite" " " " " " " " " " " " " " " " "
"848" 320080 "Hoodoo Mountain" "Canada and Western USA" "Canada" "Canada" 56.78 -131.28 "Intraplate / Continental crust (>25 km)" "Subglacial" 1850 -7050 9070 "Eruption Dated" 0 0 0 2330 "Phonolite" "Trachyte / Trachydacite" " " " " " " "Basalt / Picro-Basalt" " " " " " " " "
"849" 371070 "Prestahnukur" "Iceland and Arctic Ocean" "Iceland (southwestern)" "Iceland" 64.583 -20.666 "Rift zone / Oceanic crust (< 15 km)" "Subglacial" 1385 -3350 5370 "Eruption Dated" 60 60 233 183485 "Basalt / Picro-Basalt" "Rhyolite" " " " " " " " " " " " " " " " "
"850" 371080 "Langjokull" "Iceland and Arctic Ocean" "Iceland (southwestern)" "Iceland" 64.85 -19.7 "Rift zone / Oceanic crust (< 15 km)" "Subglacial" 1100 950 1070 "Eruption Dated" 0 0 5 11973 "Basalt / Picro-Basalt" "Rhyolite" " " " " " " " " " " " " " " " "
"851" 372030 "Katla" "Iceland and Arctic Ocean" "Iceland (southern)" "Iceland" 63.633 -19.083 "Rift zone / Oceanic crust (< 15 km)" "Subglacial" 1490 1918 102 "Eruption Observed" 0 0 473 11326 "Basalt / Picro-Basalt" "Rhyolite" "Dacite" " " " " "Andesite / Basaltic Andesite" " " " " " " " "
"852" 371090 "Hofsjokull" "Iceland and Arctic Ocean" "Iceland (southwestern)" "Iceland" 64.833 -18.766 "Rift zone / Oceanic crust (< 15 km)" "Subglacial" 1765 NA NA "Evidence Credible" 0 0 0 3436 "Basalt / Picro-Basalt" "Rhyolite" " " " " " " " " " " " " " " " "
"853" 331010 "Endeavour Segment" "Hawaii and Pacific Ocean" "Pacific Ocean (northern)" "Canada" 47.95 -129.1 "Rift zone / Oceanic crust (< 15 km)" "Submarine" -2050 -3490 5510 "Eruption Dated" 0 0 0 0 "Basalt / Picro-Basalt" " " " " " " " " " " " " " " " " " "
"854" 241140 "Healy" "New Zealand to Fiji" "New Zealand" "New Zealand" -35.004 178.973 "Subduction zone / Oceanic crust (< 15 km)" "Submarine" -980 1360 660 "Eruption Dated" 0 0 0 0 "Dacite" " " " " " " " " "Rhyolite" "Basalt / Picro-Basalt" " " " " " "
"855" 211070 "Campi Flegrei del Mar di Sicilia" "Mediterranean and Western Asia" "Italy" "Italy" 37.1 12.7 "Rift zone / Continental crust (>25 km)" "Submarine" -8 1867 153 "Eruption Observed" 230578 230578 230578 633350 "Trachybasalt / Tephrite Basanite" "Basalt / Picro-Basalt" " " " " " " " " " " " " " " " "
"856" 373100 "Tjornes Fracture Zone" "Iceland and Arctic Ocean" "Iceland (northeastern)" "Iceland" 66.309 -17.118 "Rift zone / Oceanic crust (< 15 km)" "Submarine" -75 1868 152 "Eruption Observed" 0 0 807 22407 "Basalt / Picro-Basalt" " " " " " " " " " " " " " " " " " "
"857" 284080 "Sumisujima" "Japan, Taiwan, Marianas" "Izu, Volcano, and Mariana Islands" "Japan" 31.44 140.051 "Subduction zone / Oceanic crust (< 15 km)" "Submarine" 136 1916 104 "Eruption Observed" 0 0 0 0 "Dacite" "Basalt / Picro-Basalt" "Rhyolite" " " " " "Andesite / Basaltic Andesite" " " " " " " " "
"858" 390140 "Protector Seamounts" "Antarctica" "Antarctica and South Sandwich Islands" "United Kingdom" -55.912 -28.167 "Subduction zone / Oceanic crust (< 15 km)" "Submarine" -55 1962 58 "Eruption Observed" 0 0 0 0 "Rhyolite" " " " " " " " " " " " " " " " " " "
"859" 284070 "Myojinsho" "Japan, Taiwan, Marianas" "Izu, Volcano, and Mariana Islands" "Japan" 31.888 139.918 "Subduction zone / Oceanic crust (< 15 km)" "Submarine" 11 1970 50 "Eruption Observed" 0 0 0 242 "Dacite" "Andesite / Basaltic Andesite" "Rhyolite" " " " " " " " " " " " " " "
"860" 372010 "Vestmannaeyjar" "Iceland and Arctic Ocean" "Iceland (southern)" "Iceland" 63.416 -20.266 "Rift zone / Oceanic crust (< 15 km)" "Submarine" 283 1973 47 "Eruption Observed" 1685 1685 2188 17538 "Basalt / Picro-Basalt" " " " " " " " " "Trachybasalt / Tephrite Basanite" "Trachyandesite / Basaltic Trachyandesite" " " " " " "
"861" 284131 "Minami-Hiyoshi" "Japan, Taiwan, Marianas" "Izu, Volcano, and Mariana Islands" "Japan" 23.5 141.935 "Subduction zone / Crustal thickness unknown" "Submarine" -107 1975 45 "Eruption Observed" 0 0 0 26 "Trachyandesite / Basaltic Trachyandesite" " " " " " " " " " " " " " " " " " "
"862" 284100 "Kaitoku Seamount" "Japan, Taiwan, Marianas" "Izu, Volcano, and Mariana Islands" "Japan" 26.127 141.102 "Subduction zone / Crustal thickness unknown" "Submarine" -95 1984 36 "Eruption Observed" 0 0 0 160 "Basalt / Picro-Basalt" "Andesite / Basaltic Andesite" "Dacite" " " " " " " " " " " " " " "
"863" 331030 "Cleft Segment" "Hawaii and Pacific Ocean" "Pacific Ocean (northern)" "Undersea Features" 44.83 -130.3 "Rift zone / Oceanic crust (< 15 km)" "Submarine" -2140 1986 34 "Eruption Observed" 0 0 0 0 "Basalt / Picro-Basalt" " " " " " " " " " " " " " " " " " "
