"volcano_number" "volcano_name" "region" "subregion" "country" "latitude" "longitude" "tectonic_settings" "primary_volcano_type" "elevation" "last_eruption_year" "years_ago" "evidence_category" "population_within_5_km" "population_within_10_km" "population_within_30_km" "population_within_100_km" "major_rock_1" "major_rock_2" "major_rock_3" "major_rock_4" "major_rock_5" "minor_rock_1" "minor_rock_2" "minor_rock_3" "minor_rock_4" "minor_rock_5"
"520" 257090 "Traitor's Head" "Melanesia and Australia" "Vanuatu" "Vanuatu" -18.754 169.238 "Subduction zone / Intermediate crust (15-25 km)" "Stratovolcano" 817 1881 139 "Eruption Observed" 207 380 7007 30651 "Basalt / Picro-Basalt" "Andesite / Basaltic Andesite" " " " " " " " " " " " " " " " "
"521" 263260 "Lawu" "Indonesia" "Java" "Indonesia" -7.625 111.192 "Subduction zone / Continental crust (>25 km)" "Stratovolcano" 3265 1885 135 "Eruption Observed" 2171 68175 2344575 24931156 "Andesite / Basaltic Andesite" "Basalt / Picro-Basalt" " " " " " " " " " " " " " " " "
"522" 212050 "Nisyros" "Mediterranean and Western Asia" "Greece" "Greece" 36.586 27.16 "Subduction zone / Continental crust (>25 km)" "Stratovolcano" 698 1888 132 "Eruption Observed" 672 680 14285 461031 "Dacite" "Andesite / Basaltic Andesite" "Rhyolite" " " " " " " " " " " " " " "
"523" 283160 "Bandaisan" "Japan, Taiwan, Marianas" "Honshu" "Japan" 37.601 140.072 "Subduction zone / Continental crust (>25 km)" "Stratovolcano" 1816 1888 132 "Eruption Observed" 5923 17608 327454 4709782 "Andesite / Basaltic Andesite" " " " " " " " " " " " " " " " " " "
"524" 211050 "Vulcano" "Mediterranean and Western Asia" "Italy" "Italy" 38.404 14.962 "Subduction zone / Continental crust (>25 km)" "Stratovolcano" 500 1890 130 "Eruption Observed" 2259 23059 86766 2093800 "Trachybasalt / Tephrite Basanite" "Trachyandesite / Basaltic Trachyandesite" "Trachyte / Trachydacite" "Rhyolite" "Basalt / Picro-Basalt" " " " " " " " " " "
"525" 390015 "Melbourne" "Antarctica" "Antarctica and South Sandwich Islands" "Antarctica" -74.35 164.7 "Intraplate / Continental crust (>25 km)" "Stratovolcano" 2732 1892 128 "Eruption Dated" 0 0 0 0 "Trachyte / Trachydacite" "Trachyandesite / Basaltic Trachyandesite" "Basalt / Picro-Basalt" "Trachybasalt / Tephrite Basanite" " " "Rhyolite" " " " " " " " "
"526" 352040 "Sumaco" "South America" "Ecuador" "Ecuador" -0.538 -77.626 "Subduction zone / Continental crust (>25 km)" "Stratovolcano" 3990 1895 125 "Evidence Uncertain" 39 324 8384 679867 "Trachybasalt / Tephrite Basanite" "Phono-tephrite /  Tephri-phonolite" " " " " " " " " " " " " " " " "
"527" 263320 "Lamongan" "Indonesia" "Java" "Indonesia" -7.981 113.341 "Subduction zone / Continental crust (>25 km)" "Stratovolcano" 1641 1898 122 "Eruption Observed" 6588 66387 2193829 15322387 "Basalt / Picro-Basalt" " " " " " " " " "Andesite / Basaltic Andesite" "Trachybasalt / Tephrite Basanite" "Trachyandesite / Basaltic Trachyandesite" " " " "
"528" 285061 "Maruyama" "Japan, Taiwan, Marianas" "Hokkaido" "Japan" 43.418 143.031 "Subduction zone / Continental crust (>25 km)" "Stratovolcano" 2013 1898 122 "Eruption Observed" 0 6 3682 1260920 "Andesite / Basaltic Andesite" "Dacite" "Rhyolite" " " " " " " " " " " " " " "
"529" 390010 "Buckle Island" "Antarctica" "Antarctica and South Sandwich Islands" "Antarctica" -66.78 163.25 "Rift zone / Oceanic crust (< 15 km)" "Stratovolcano" 1239 1899 121 "Eruption Observed" 0 0 0 0 "Trachybasalt / Tephrite Basanite" " " " " " " " " " " " " " " " " " "
"530" 305060 "Changbaishan" "Kamchatka and Mainland Asia" "China (eastern)" "China-North Korea" 41.98 128.08 "Intraplate / Continental crust (>25 km)" "Stratovolcano" 2744 1903 117 "Eruption Observed" 268 1833 29476 1660355 "Trachyte / Trachydacite" "Rhyolite" "Basalt / Picro-Basalt" " " " " "Trachyandesite / Basaltic Trachyandesite" "Trachybasalt / Tephrite Basanite" " " " " " "
"531" 390031 "Penguin Island" "Antarctica" "Antarctica and South Sandwich Islands" "Antarctica" -62.1 -57.93 "Intraplate / Continental crust (>25 km)" "Stratovolcano" 180 1905 115 "Eruption Observed" 0 0 0 0 "Basalt / Picro-Basalt" " " " " " " " " " " " " " " " " " "
"532" 284150 "Asuncion" "Japan, Taiwan, Marianas" "Izu, Volcano, and Mariana Islands" "United States" 19.671 145.406 "Subduction zone / Crustal thickness unknown" "Stratovolcano" 857 1906 114 "Eruption Observed" 0 0 0 0 "Andesite / Basaltic Andesite" " " " " " " " " " " " " " " " " " "
"533" 300050 "Ksudach" "Kamchatka and Mainland Asia" "Kamchatka Peninsula" "Russia" 51.844 157.572 "Subduction zone / Continental crust (>25 km)" "Stratovolcano" 1079 1907 113 "Eruption Observed" 0 0 244 3850 "Andesite / Basaltic Andesite" "Dacite" "Basalt / Picro-Basalt" " " " " " " " " " " " " " "
"534" 383030 "Tenerife" "Atlantic Ocean" "Canary Islands" "Spain" 28.271 -16.641 "Intraplate / Oceanic crust (< 15 km)" "Stratovolcano" 3715 1909 111 "Eruption Observed" 0 156 337660 766276 "Phonolite" "Trachybasalt / Tephrite Basanite" "Phono-tephrite /  Tephri-phonolite" "Trachyte / Trachydacite" "Trachyandesite / Basaltic Trachyandesite" " " " " " " " " " "
"535" 255050 "Simbo" "Melanesia and Australia" "Bougainville and Solomon Islands" "Solomon Islands" -8.292 156.52 "Subduction zone / Crustal thickness unknown" "Stratovolcano" 335 1910 110 "Eruption Dated" 210 240 833 27923 "Andesite / Basaltic Andesite" "Basalt / Picro-Basalt" " " " " " " " " " " " " " " " "
"536" 222160 "Meru" "Africa and Red Sea" "Africa (eastern)" "Tanzania" -3.25 36.75 "Rift zone / Continental crust (>25 km)" "Stratovolcano" 4565 1910 110 "Eruption Observed" 0 2506 828942 2375631 "Phonolite" "Foidite" "Phono-tephrite /  Tephri-phonolite" "Trachyte / Trachydacite" "Basalt / Picro-Basalt" " " " " " " " " " "
"537" 390100 "Candlemas Island" "Antarctica" "Antarctica and South Sandwich Islands" "United Kingdom" -57.08 -26.67 "Subduction zone / Oceanic crust (< 15 km)" "Stratovolcano" 550 1911 109 "Eruption Observed" 0 0 0 0 "Basalt / Picro-Basalt" "Andesite / Basaltic Andesite" "Dacite" " " " " " " " " " " " " " "
"538" 312170 "Katmai" "Alaska" "Alaska Peninsula" "United States" 58.28 -154.963 "Subduction zone / Continental crust (>25 km)" "Stratovolcano" 2047 1912 108 "Eruption Observed" 0 0 0 128 "Andesite / Basaltic Andesite" "Dacite" " " " " " " "Basalt / Picro-Basalt" "Rhyolite" " " " " " "
"539" 282040 "Nakanoshima" "Japan, Taiwan, Marianas" "Ryukyu Islands and Kyushu" "Japan" 29.859 129.857 "Subduction zone / Oceanic crust (< 15 km)" "Stratovolcano" 979 1914 106 "Eruption Observed" 137 170 364 14037 "Andesite / Basaltic Andesite" "Dacite" " " " " " " " " " " " " " " " "
"540" 290161 "Milna" "Kuril Islands" "Kuril Islands" "Russia" 46.815 151.786 "Subduction zone / Oceanic crust (< 15 km)" "Stratovolcano" 1504 1914 106 "Eruption Observed" 43 47 49 188 "Andesite / Basaltic Andesite" " " " " " " " " " " " " " " " " " "
"541" 311080 "Tanaga" "Alaska" "Aleutian Islands" "United States" 51.885 -178.146 "Subduction zone / Intermediate crust (15-25 km)" "Stratovolcano" 1806 1914 106 "Eruption Observed" 0 0 0 0 "Basalt / Picro-Basalt" "Andesite / Basaltic Andesite" " " " " " " "Dacite" " " " " " " " "
"542" 284160 "Agrigan" "Japan, Taiwan, Marianas" "Izu, Volcano, and Mariana Islands" "United States" 18.77 145.67 "Subduction zone / Crustal thickness unknown" "Stratovolcano" 965 1917 103 "Eruption Observed" 0 0 0 0 "Basalt / Picro-Basalt" "Andesite / Basaltic Andesite" " " " " " " " " " " " " " " " "
"543" 343050 "San Salvador" "México and Central America" "El Salvador and Honduras" "El Salvador" 13.734 -89.294 "Subduction zone / Continental crust (>25 km)" "Stratovolcano" 1893 1917 103 "Eruption Observed" 29514 800780 2857563 6366833 "Andesite / Basaltic Andesite" "Basalt / Picro-Basalt" "Dacite" " " " " " " " " " " " " " "
"544" 323080 "Lassen Volcanic Center" "Canada and Western USA" "USA (California)" "United States" 40.492 -121.508 "Subduction zone / Continental crust (>25 km)" "Stratovolcano" 3187 1917 103 "Eruption Observed" 0 9 2340 439135 "Andesite / Basaltic Andesite" "Dacite" "Rhyolite" " " " " "Basalt / Picro-Basalt" " " " " " " " "
"545" 357030 "Tinguiririca" "South America" "Central Chile and Argentina" "Chile" -34.814 -70.352 "Subduction zone / Continental crust (>25 km)" "Stratovolcano" 4280 1917 103 "Eruption Observed" 10 47 1883 881383 "Andesite / Basaltic Andesite" "Dacite" "Basalt / Picro-Basalt" " " " " " " " " " " " " " "
"546" 265070 "Serua" "Indonesia" "Banda Sea" "Indonesia" -6.312 130.017 "Subduction zone / Oceanic crust (< 15 km)" "Stratovolcano" 608 1921 99 "Eruption Observed" 58 58 58 258 "Andesite / Basaltic Andesite" " " " " " " " " " " " " " " " " " "
"547" 261180 "Sumbing" "Indonesia" "Sumatra" "Indonesia" -2.414 101.728 "Subduction zone / Continental crust (>25 km)" "Stratovolcano" 2507 1921 99 "Eruption Observed" 3 304 49583 1209448 "Andesite / Basaltic Andesite" "Dacite" " " " " " " " " " " " " " " " "
"548" 274030 "Babuyan Claro" "Philippines and SE Asia" "North of Luzon" "Philippines" 19.523 121.94 "Subduction zone / Crustal thickness unknown" "Stratovolcano" 1080 1924 96 "Eruption Observed" 208 222 222 11819 "Andesite / Basaltic Andesite" "Basalt / Picro-Basalt" " " " " " " " " " " " " " " " "
"549" 261150 "Tandikat-Singgalang" "Indonesia" "Sumatra" "Indonesia" -0.39 100.331 "Subduction zone / Continental crust (>25 km)" "Stratovolcano" 2854 1924 96 "Eruption Observed" 130 38799 604282 4022932 "Andesite / Basaltic Andesite" " " " " " " " " "Dacite" " " " " " " " "
"550" 351100 "Cumbal" "South America" "Colombia" "Colombia" 0.95 -77.87 "Subduction zone / Continental crust (>25 km)" "Stratovolcano" 4764 1926 94 "Eruption Observed" 1405 10206 244853 1800919 "Andesite / Basaltic Andesite" "Dacite" " " " " " " " " " " " " " " " "
"551" 290050 "Etorofu-Atosanupuri [Atosanupuri]" "Kuril Islands" "Kuril Islands" "Japan - administered by Russia" 44.808 147.131 "Subduction zone / Intermediate crust (15-25 km)" "Stratovolcano" 1206 1932 88 "Eruption Observed" 1 289 644 4311 "Andesite / Basaltic Andesite" "Basalt / Picro-Basalt" " " " " " " " " " " " " " " " "
"552" 360120 "Pelee" "West Indies" "West Indies" "France" 14.809 -61.165 "Subduction zone / Oceanic crust (< 15 km)" "Stratovolcano" 1394 1932 88 "Eruption Observed" 251 5025 382633 609576 "Andesite / Basaltic Andesite" " " " " " " " " "Dacite" "Basalt / Picro-Basalt" " " " " " "
"553" 290300 "Kharimkotan" "Kuril Islands" "Kuril Islands" "Russia" 49.12 154.508 "Subduction zone / Intermediate crust (15-25 km)" "Stratovolcano" 1145 1933 87 "Eruption Observed" 2 2 4 22 "Andesite / Basaltic Andesite" "Dacite" "Basalt / Picro-Basalt" " " " " " " " " " " " " " "
"554" 357050 "Descabezado Grande" "South America" "Central Chile and Argentina" "Chile" -35.58 -70.75 "Subduction zone / Continental crust (>25 km)" "Stratovolcano" 3953 1933 87 "Eruption Observed" 39 142 3454 704116 "Andesite / Basaltic Andesite" "Dacite" " " " " " " " " " " " " " " " "
"555" 253030 "Victory" "Melanesia and Australia" "New Guinea and D'Entrecasteaux Islands" "Papua New Guinea" -9.2 149.07 "Subduction zone / Continental crust (>25 km)" "Stratovolcano" 1925 1935 85 "Eruption Observed" 16 96 14042 116816 "Andesite / Basaltic Andesite" " " " " " " " " "Basalt / Picro-Basalt" "Dacite" " " " " " "
"556" 285090 "Shiretoko-Iozan" "Japan, Taiwan, Marianas" "Hokkaido" "Japan" 44.133 145.161 "Subduction zone / Continental crust (>25 km)" "Stratovolcano" 1562 1936 84 "Eruption Observed" 6 1516 7890 209060 "Andesite / Basaltic Andesite" " " " " " " " " " " " " " " " " " "
"557" 351110 "Chiles-Cerro Negro" "South America" "Colombia" "Colombia-Ecuador" 0.817 -77.938 "Subduction zone / Continental crust (>25 km)" "Stratovolcano" 4698 1936 84 "Evidence Uncertain" 977 4573 151519 1826460 "Dacite" "Andesite / Basaltic Andesite" " " " " " " " " " " " " " " " "
"558" 357130 "Mocho-Choshuenco" "South America" "Central Chile and Argentina" "Chile" -39.927 -72.027 "Subduction zone / Continental crust (>25 km)" "Stratovolcano" 2422 1937 83 "Eruption Observed" 81 789 16633 401631 "Andesite / Basaltic Andesite" "Dacite" "Basalt / Picro-Basalt" " " " " " " " " " " " " " "
"559" 261050 "Telong, Bur ni" "Indonesia" "Sumatra" "Indonesia" 4.769 96.821 "Subduction zone / Continental crust (>25 km)" "Stratovolcano" 2617 1937 83 "Eruption Observed" 1342 25733 125812 1631846 "Andesite / Basaltic Andesite" " " " " " " " " " " " " " " " " " "
"560" 263050 "Salak" "Indonesia" "Java" "Indonesia" -6.72 106.73 "Subduction zone / Continental crust (>25 km)" "Stratovolcano" 2211 1938 82 "Eruption Observed" 1367 80578 2675904 38154252 "Andesite / Basaltic Andesite" "Basalt / Picro-Basalt" " " " " " " " " " " " " " " " "
"561" 263040 "Perbakti-Gagak" "Indonesia" "Java" "Indonesia" -6.75 106.7 "Subduction zone / Continental crust (>25 km)" "Stratovolcano" 1699 1939 81 "Eruption Observed" 1490 28784 2333456 36630568 "Andesite / Basaltic Andesite" "Rhyolite" "Dacite" " " " " " " " " " " " " " "
"562" 351030 "Tolima, Nevado del" "South America" "Colombia" "Colombia" 4.658 -75.33 "Subduction zone / Continental crust (>25 km)" "Stratovolcano" 5215 1943 77 "Eruption Observed" 1660 6563 441916 4258333 "Andesite / Basaltic Andesite" "Dacite" " " " " " " " " " " " " " " " "
"563" 211020 "Vesuvius" "Mediterranean and Western Asia" "Italy" "Italy" 40.821 14.426 "Subduction zone / Continental crust (>25 km)" "Stratovolcano" 1281 1944 76 "Eruption Observed" 19162 675705 3907941 6009961 "Phono-tephrite /  Tephri-phonolite" "Phonolite" "Trachyandesite / Basaltic Trachyandesite" "Trachybasalt / Tephrite Basanite" "Trachyte / Trachydacite" " " " " " " " " " "
"564" 284110 "Kita-Ioto" "Japan, Taiwan, Marianas" "Izu, Volcano, and Mariana Islands" "Japan" 25.424 141.284 "Subduction zone / Crustal thickness unknown" "Stratovolcano" 792 1945 75 "Eruption Observed" 158 162 162 1210 "Basalt / Picro-Basalt" "Andesite / Basaltic Andesite" " " " " " " " " " " " " " " " "
"565" 345030 "Miravalles" "México and Central America" "Costa Rica" "Costa Rica" 10.748 -85.153 "Subduction zone / Continental crust (>25 km)" "Stratovolcano" 2028 1946 74 "Eruption Observed" 79 7492 61875 757945 "Andesite / Basaltic Andesite" "Rhyolite" "Dacite" "Basalt / Picro-Basalt" " " " " " " " " " " " "
"566" 283210 "Kurikomayama" "Japan, Taiwan, Marianas" "Honshu" "Japan" 38.961 140.788 "Subduction zone / Continental crust (>25 km)" "Stratovolcano" 1627 1950 70 "Eruption Observed" 226 1081 104165 4615592 "Andesite / Basaltic Andesite" "Dacite" " " " " " " " " " " " " " " " "
"567" 290080 "Sashiusudake [Baransky]" "Kuril Islands" "Kuril Islands" "Japan - administered by Russia" 45.1 148.019 "Subduction zone / Intermediate crust (15-25 km)" "Stratovolcano" 1125 1951 69 "Eruption Observed" 0 0 4061 6487 "Andesite / Basaltic Andesite" "Dacite" " " " " " " " " " " " " " " " "
"568" 263170 "Cereme" "Indonesia" "Java" "Indonesia" -6.895 108.408 "Subduction zone / Continental crust (>25 km)" "Stratovolcano" 3039 1951 69 "Eruption Observed" 915 67377 3058015 25718820 "Andesite / Basaltic Andesite" " " " " " " " " " " " " " " " " " "
"569" 290310 "Tao-Rusyr Caldera" "Kuril Islands" "Kuril Islands" "Russia" 49.35 154.7 "Subduction zone / Intermediate crust (15-25 km)" "Stratovolcano" 1325 1952 68 "Eruption Observed" 0 73 83 394 "Andesite / Basaltic Andesite" "Basalt / Picro-Basalt" " " " " " " " " " " " " " " " "
"570" 263290 "Arjuno-Welirang" "Indonesia" "Java" "Indonesia" -7.733 112.575 "Subduction zone / Continental crust (>25 km)" "Stratovolcano" 3339 1952 68 "Eruption Observed" 2584 53983 4143137 25385433 "Andesite / Basaltic Andesite" "Basalt / Picro-Basalt" " " " " " " " " " " " " " " " "
"571" 271080 "Camiguin" "Philippines and SE Asia" "Mindanao" "Philippines" 9.203 124.673 "Subduction zone / Continental crust (>25 km)" "Stratovolcano" 1552 1953 67 "Eruption Observed" 12173 51587 92178 2871353 "Andesite / Basaltic Andesite" "Dacite" " " " " " " "Basalt / Picro-Basalt" "Rhyolite" " " " " " "
"572" 312140 "Martin" "Alaska" "Alaska Peninsula" "United States" 58.172 -155.361 "Subduction zone / Continental crust (>25 km)" "Stratovolcano" 1863 1953 67 "Eruption Dated" 0 0 0 914 "Dacite" "Andesite / Basaltic Andesite" " " " " " " " " " " " " " " " "
"573" 258010 "Matthew Island" "Melanesia and Australia" "Pacific Ocean (southwestern)" "France" -22.33 171.32 "Subduction zone / Crustal thickness unknown" "Stratovolcano" 177 1956 64 "Eruption Observed" 1 1 1 1 "Andesite / Basaltic Andesite" "Dacite" " " " " " " " " " " " " " " " "
"574" 290220 "Rasshua" "Kuril Islands" "Kuril Islands" "Russia" 47.77 153.02 "Subduction zone / Oceanic crust (< 15 km)" "Stratovolcano" 956 1957 63 "Eruption Observed" 0 9 9 200 "Andesite / Basaltic Andesite" "Dacite" " " " " " " " " " " " " " " " "
"575" 263060 "Gede-Pangrango" "Indonesia" "Java" "Indonesia" -6.77 106.965 "Subduction zone / Continental crust (>25 km)" "Stratovolcano" 3008 1957 63 "Eruption Observed" 2500 154390 2315469 40640105 "Andesite / Basaltic Andesite" "Basalt / Picro-Basalt" " " " " " " " " " " " " " " " "
"576" 223050 "Visoke" "Africa and Red Sea" "Africa (central)" "DR Congo-Rwanda" -1.458 29.485 "Rift zone / Continental crust (>25 km)" "Stratovolcano" 3696 1957 63 "Eruption Observed" 17165 88356 1162209 10953315 "Trachyandesite / Basaltic Trachyandesite" " " " " " " " " " " " " " " " " " "
"577" 382010 "Fayal" "Atlantic Ocean" "Azores" "Portugal" 38.6 -28.73 "Rift zone / Oceanic crust (< 15 km)" "Stratovolcano" 1043 1958 62 "Eruption Observed" 1514 13757 24414 50663 "Andesite / Basaltic Andesite" "Basalt / Picro-Basalt" "Trachybasalt / Tephrite Basanite" "Trachyte / Trachydacite" "Trachyandesite / Basaltic Trachyandesite" " " " " " " " " " "
"578" 290200 "Ketoi" "Kuril Islands" "Kuril Islands" "Russia" 47.35 152.475 "Subduction zone / Oceanic crust (< 15 km)" "Stratovolcano" 1172 1960 60 "Eruption Observed" 1 10 11 90 "Andesite / Basaltic Andesite" "Basalt / Picro-Basalt" " " " " " " " " " " " " " " " "
"579" 357020 "San Jose" "South America" "Central Chile and Argentina" "Chile-Argentina" -33.789 -69.895 "Subduction zone / Continental crust (>25 km)" "Stratovolcano" 6070 1960 60 "Eruption Observed" 194 616 15963 6615248 "Andesite / Basaltic Andesite" "Dacite" " " " " " " " " " " " " " " " "
"580" 355070 "San Pedro-San Pablo" "South America" "Northern Chile, Bolivia and Argentina" "Chile" -21.888 -68.391 "Subduction zone / Continental crust (>25 km)" "Stratovolcano" 6142 1960 60 "Eruption Observed" 0 156 2349 150795 "Andesite / Basaltic Andesite" "Dacite" " " " " " " " " " " " " " " " "
"581" 373060 "Askja" "Iceland and Arctic Ocean" "Iceland (northeastern)" "Iceland" 65.033 -16.783 "Rift zone / Oceanic crust (< 15 km)" "Stratovolcano" 1080 1961 59 "Eruption Observed" 0 0 0 13028 "Basalt / Picro-Basalt" " " " " " " " " "Rhyolite" " " " " " " " "
"582" 283150 "Nasudake" "Japan, Taiwan, Marianas" "Honshu" "Japan" 37.125 139.963 "Subduction zone / Continental crust (>25 km)" "Stratovolcano" 1915 1963 57 "Eruption Observed" 639 5802 298717 5725203 "Andesite / Basaltic Andesite" "Basalt / Picro-Basalt" "Dacite" " " " " " " " " " " " " " "
"583" 284140 "Farallon de Pajaros" "Japan, Taiwan, Marianas" "Izu, Volcano, and Mariana Islands" "United States" 20.546 144.893 "Subduction zone / Crustal thickness unknown" "Stratovolcano" 337 1967 53 "Eruption Observed" 0 0 0 0 "Andesite / Basaltic Andesite" " " " " " " " " " " " " " " " " " "
"584" 264040 "Tambora" "Indonesia" "Lesser Sunda Islands" "Indonesia" -8.25 118 "Subduction zone / Continental crust (>25 km)" "Stratovolcano" 2850 1967 53 "Eruption Observed" 4156 11331 89006 1036033 "Trachybasalt / Tephrite Basanite" "Trachyandesite / Basaltic Trachyandesite" " " " " " " "Basalt / Picro-Basalt" "Andesite / Basaltic Andesite" " " " " " "
"585" 357060 "Azul, Cerro" "South America" "Central Chile and Argentina" "Chile" -35.653 -70.761 "Subduction zone / Continental crust (>25 km)" "Stratovolcano" 3788 1967 53 "Eruption Observed" 9 158 3832 720948 "Dacite" "Andesite / Basaltic Andesite" " " " " " " "Basalt / Picro-Basalt" " " " " " " " "
"586" 373050 "Kverkfjoll" "Iceland and Arctic Ocean" "Iceland (northeastern)" "Iceland" 64.653 -16.647 "Rift zone / Oceanic crust (< 15 km)" "Stratovolcano" 1930 1968 52 "Eruption Observed" 0 0 0 2901 "Basalt / Picro-Basalt" "Rhyolite" " " " " " " " " " " " " " " " "
"587" 264110 "Iya" "Indonesia" "Lesser Sunda Islands" "Indonesia" -8.891 121.641 "Subduction zone / Crustal thickness unknown" "Stratovolcano" 618 1969 51 "Eruption Observed" 10837 46835 62974 535387 "Basalt / Picro-Basalt" "Andesite / Basaltic Andesite" " " " " " " " " " " " " " " " "
"588" 283230 "Akita-Komagatake" "Japan, Taiwan, Marianas" "Honshu" "Japan" 39.761 140.799 "Subduction zone / Continental crust (>25 km)" "Stratovolcano" 1637 1971 49 "Eruption Observed" 376 3864 216708 2521611 "Basalt / Picro-Basalt" "Andesite / Basaltic Andesite" " " " " " " " " " " " " " " " "
"589" 383010 "La Palma" "Atlantic Ocean" "Canary Islands" "Spain" 28.57 -17.83 "Intraplate / Oceanic crust (< 15 km)" "Stratovolcano" 2426 1971 49 "Eruption Observed" 442 18506 55922 85416 "Trachybasalt / Tephrite Basanite" "Phono-tephrite /  Tephri-phonolite" "Phonolite" "Basalt / Picro-Basalt" "Trachyte / Trachydacite" " " " " " " " " " "
"590" 263210 "Sundoro" "Indonesia" "Java" "Indonesia" -7.3 109.992 "Subduction zone / Continental crust (>25 km)" "Stratovolcano" 3136 1971 49 "Eruption Observed" 52462 496751 2086299 24996512 "Andesite / Basaltic Andesite" "Basalt / Picro-Basalt" " " " " " " " " " " " " " " " "
"591" 342080 "Acatenango" "México and Central America" "Guatemala" "Guatemala" 14.501 -90.876 "Subduction zone / Continental crust (>25 km)" "Stratovolcano" 3976 1972 48 "Eruption Observed" 4329 60730 1042836 7634778 "Andesite / Basaltic Andesite" "Dacite" " " " " " " "Basalt / Picro-Basalt" " " " " " " " "
"592" 290120 "Kolokol Group" "Kuril Islands" "Kuril Islands" "Russia" 46.042 150.083 "Subduction zone / Intermediate crust (15-25 km)" "Stratovolcano" 1328 1973 47 "Eruption Observed" 2 2 128 375 "Andesite / Basaltic Andesite" " " " " " " " " " " " " " " " " " "
"593" 312160 "Trident" "Alaska" "Alaska Peninsula" "United States" 58.236 -155.1 "Subduction zone / Continental crust (>25 km)" "Stratovolcano" 1864 1974 46 "Eruption Observed" 0 0 0 117 "Andesite / Basaltic Andesite" "Dacite" " " " " " " " " " " " " " " " "
"594" 283220 "Chokaisan" "Japan, Taiwan, Marianas" "Honshu" "Japan" 39.099 140.049 "Subduction zone / Continental crust (>25 km)" "Stratovolcano" 2236 1974 46 "Eruption Observed" 131 707 185681 2301576 "Andesite / Basaltic Andesite" "Basalt / Picro-Basalt" " " " " " " " " " " " " " " " "
"595" 390070 "Southern Thule" "Antarctica" "Antarctica and South Sandwich Islands" "United Kingdom" -59.442 -27.225 "Subduction zone / Oceanic crust (< 15 km)" "Stratovolcano" 1075 1975 45 "Eruption Observed" 0 0 0 0 "Andesite / Basaltic Andesite" "Basalt / Picro-Basalt" "Dacite" " " " " " " " " " " " " " "
"596" 266110 "Mahawu" "Indonesia" "Sulawesi" "Indonesia" 1.352 124.865 "Subduction zone / Continental crust (>25 km)" "Stratovolcano" 1299 1977 43 "Eruption Observed" 18618 111852 878193 1503109 "Andesite / Basaltic Andesite" "Dacite" "Basalt / Picro-Basalt" " " " " " " " " " " " " " "
"597" 360060 "Soufriere Guadeloupe" "West Indies" "West Indies" "France" 16.044 -61.664 "Subduction zone / Oceanic crust (< 15 km)" "Stratovolcano" 1467 1977 43 "Eruption Observed" 8839 71345 256899 482449 "Andesite / Basaltic Andesite" "Dacite" " " " " " " "Basalt / Picro-Basalt" "Rhyolite" " " " " " "
"598" 283180 "Azumayama" "Japan, Taiwan, Marianas" "Honshu" "Japan" 37.735 140.244 "Subduction zone / Continental crust (>25 km)" "Stratovolcano" 1949 1977 43 "Eruption Observed" 128 907 548195 4877648 "Andesite / Basaltic Andesite" "Basalt / Picro-Basalt" " " " " " " " " " " " " " " " "
"599" 351060 "Purace" "South America" "Colombia" "Colombia" 2.32 -76.4 "Subduction zone / Continental crust (>25 km)" "Stratovolcano" 4650 1977 43 "Eruption Observed" 1465 7152 335698 1751540 "Andesite / Basaltic Andesite" "Dacite" " " " " " " " " " " " " " " " "
"600" 360150 "Soufriere St. Vincent" "West Indies" "West Indies" "Saint Vincent and the Grenadines" 13.33 -61.18 "Subduction zone / Oceanic crust (< 15 km)" "Stratovolcano" 1220 1979 41 "Eruption Observed" 1491 15327 103882 291476 "Andesite / Basaltic Andesite" "Basalt / Picro-Basalt" " " " " " " " " " " " " " " " "
"601" 357091 "Callaqui" "South America" "Central Chile and Argentina" "Chile" -37.92 -71.45 "Subduction zone / Continental crust (>25 km)" "Stratovolcano" 3164 1980 40 "Eruption Observed" 56 294 4354 400426 "Andesite / Basaltic Andesite" "Basalt / Picro-Basalt" " " " " " " "Dacite" " " " " " " " "
"602" 290030 "Chachadake [Tiatia]" "Kuril Islands" "Kuril Islands" "Japan - administered by Russia" 44.353 146.252 "Subduction zone / Intermediate crust (15-25 km)" "Stratovolcano" 1822 1981 39 "Eruption Observed" 3 223 896 16275 "Basalt / Picro-Basalt" "Andesite / Basaltic Andesite" " " " " " " " " " " " " " " " "
"603" 263140 "Galunggung" "Indonesia" "Java" "Indonesia" -7.25 108.058 "Subduction zone / Continental crust (>25 km)" "Stratovolcano" 2168 1984 36 "Eruption Observed" 4781 66495 2382939 23897342 "Basalt / Picro-Basalt" "Andesite / Basaltic Andesite" " " " " " " "Rhyolite" " " " " " " " "
"604" 376010 "Jan Mayen" "Iceland and Arctic Ocean" "Atlantic Ocean (Jan Mayen)" "Norway" 71.082 -8.155 "Rift zone / Oceanic crust (< 15 km)" "Stratovolcano" 2197 1985 35 "Eruption Observed" 0 0 0 0 "Basalt / Picro-Basalt" "Trachybasalt / Tephrite Basanite" "Trachyte / Trachydacite" " " " " " " " " " " " " " "
"605" 261120 "Sorikmarapi" "Indonesia" "Sumatra" "Indonesia" 0.686 99.539 "Subduction zone / Continental crust (>25 km)" "Stratovolcano" 2145 1986 34 "Eruption Observed" 203 1469 90257 1831957 "Andesite / Basaltic Andesite" "Dacite" " " " " " " " " " " " " " " " "
